task_id,iamfloc,pve_id,wo_id,title,project_manager,project_manager_phone,status,project_type,resident_engineer,address_street,street_from,street_to,council_district,community_planning_area,funclass,length,width,date_moratorium,date_start,date_end,paving_miles,pci_16,pci23,pci_before,pci_after_estimate,pci_after,pci_improvement,improvement_pct,is_effective
146099,SS-023825-PV1,914090,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,SLURRY,ECP,RUSS BL,27TH ST,END,3,GREATER GOLDEN HILL,RES CUL DE SAC,246,40.0,2019-10-05,2019-10-05,2019-10-05,0.046590909090909,87.74,72.68,80.63926365795724,80.63926365795724,80.63926365795724,0.0,0.0,False
146101,SS-013010-PV1,910951,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,HANIMAN DR,SILK PL,52ND ST,4,MID-CITY:EASTERN AREA,RES RESIDENTIAL LOCAL STREET,475,36.0,2019-10-06,2019-10-06,2019-10-06,0.0899621212121212,18.7,97.8,56.02668250197941,56.02668250197941,97.8,41.77331749802059,74.55968412290831,True
146102,SS-013011-PV1,910967,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,HANIMAN DR,54TH (W FTG) RD,SILK PL,4,MID-CITY:EASTERN AREA,RES RESIDENTIAL LOCAL STREET,337,36.0,2019-10-06,2019-10-06,2019-10-06,0.0638257575757575,47.83,100.0,72.44862232779097,72.44862232779097,100.0,27.55137767220903,38.0288496688783,True
146104,SS-025007-PV1,910952,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,SILK PL,BEGIN,HANIMAN DR,4,MID-CITY:EASTERN AREA,RES RESIDENTIAL LOCAL STREET,292,36.0,2019-10-06,2019-10-06,2019-10-06,0.0553030303030303,24.72,84.7,53.024101346001586,53.024101346001586,84.7,31.675898653998416,59.738680807245814,True
146100,SS-008821-PV1,910899,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,DE BURN DR,BEGIN,52ND ST,4,MID-CITY:EASTERN AREA,RES RESIDENTIAL LOCAL STREET,274,36.0,2019-10-06,2019-10-06,2019-10-06,0.0518939393939393,66.39,92.4,78.66391923990498,78.663919239905,92.4,13.736080760095021,17.461729459732943,True
146110,SS-003449-PV1,910838,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,BALSA ST,KALMIA ST,LAUREL ST,4,MID-CITY:EASTERN AREA,CL 2 LANE SUB-COLLECTOR,284,36.0,2019-10-06,2019-10-06,2019-10-06,0.0537878787878787,77.68,96.61,86.6129216152019,86.6129216152019,96.61,9.997078384798101,11.542248198499125,False
146111,SS-025969-PV1,910885,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,SUSAN PL,LYLE DR,PIROTTE DR,4,MID-CITY:EASTERN AREA,RES RESIDENTIAL LOCAL STREET,251,30.0,2019-10-06,2019-10-06,2019-10-06,0.0475378787878787,53.29,97.0,73.91641330166271,73.91641330166271,97.0,23.083586698337285,31.22931114653805,True
146107,SS-002264-PV1,910852,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,ALTADENA AV,PIROTTE DR,KALMIA ST,4,MID-CITY:EASTERN AREA,RES RESIDENTIAL LOCAL STREET,317,36.0,2019-10-06,2019-10-06,2019-10-06,0.0600378787878787,44.5,93.62,67.67935075217736,67.67935075217736,93.62,25.94064924782265,38.32875014243262,True
146105,SS-002263-PV1,910831,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,ALTADENA AV,KALMIA ST,END,4,MID-CITY:EASTERN AREA,RES CUL DE SAC,328,36.0,2019-10-06,2019-10-06,2019-10-06,0.0621212121212121,38.02,100.0,67.26788598574822,67.26788598574822,100.0,32.73211401425178,48.65934692995496,True
146112,SS-025970-PV1,910896,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,SUSAN PL,BEGIN,LYLE DR,4,MID-CITY:EASTERN AREA,RES RESIDENTIAL LOCAL STREET,163,36.0,2019-10-06,2019-10-06,2019-10-06,0.0308712121212121,66.0,96.6,80.43990498812352,80.43990498812352,96.6,16.16009501187648,20.089649551752235,True
146108,SS-001595-PV1,910753,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,AARON CT,BEGIN,52ND ST,4,MID-CITY:EASTERN AREA,RES RESIDENTIAL LOCAL STREET,451,30.0,2019-10-06,2019-10-06,2019-10-06,0.0854166666666666,82.98,100.0,91.01160728424387,91.01160728424387,100.0,8.988392715756135,9.876094911370965,False
146106,SS-014878-PV1,910843,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,KALMIA ST,ALTADENA AV,END,4,MID-CITY:EASTERN AREA,RES CUL DE SAC,271,36.0,2019-10-06,2019-10-06,2019-10-06,0.0513257575757575,54.18,100.0,75.80210609659541,75.80210609659541,100.0,24.19789390340459,31.92245591774055,True
146109,SS-020224-PV1,910786,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,OAK PARK DR,52ND ST,BALSA ST,4,MID-CITY:EASTERN AREA,RES RESIDENTIAL LOCAL STREET,929,36.0,2019-10-06,2019-10-06,2019-10-06,0.1759469696969696,79.68,90.9,84.97463182897863,84.97463182897863,90.9,5.9253681710213755,6.973102493632301,False
146103,SS-017542-PV1,910888,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,MARING PL,BEGIN,HANIMAN DR,4,MID-CITY:EASTERN AREA,RES RESIDENTIAL LOCAL STREET,174,36.0,2019-10-06,2019-10-06,2019-10-06,0.0329545454545454,15.36,100.0,55.3009659540776,55.30096595407759,100.0,44.6990340459224,80.82866777235115,True
146115,SS-008793-PV1,913205,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,DAWES ST,FELSPAR ST,EMERALD ST,1,PACIFIC BEACH,RES RESIDENTIAL LOCAL STREET,352,40.0,2019-10-07,2019-10-07,2019-10-07,0.0666666666666666,55.2,87.0,70.2187648456057,70.2187648456057,87.0,16.781235154394295,23.89850518061977,True
146116,SS-008794-PV1,913225,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,DAWES ST,GARNET AV,FELSPAR ST,1,PACIFIC BEACH,RES RESIDENTIAL LOCAL STREET,349,40.0,2019-10-07,2019-10-07,2019-10-07,0.0660984848484848,51.59,89.9,69.68336104513065,69.68336104513065,89.9,20.216638954869353,29.012146732956783,True
146114,SS-008792-PV1,913183,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,DAWES ST,EMERALD ST,DIAMOND ST,1,PACIFIC BEACH,RES RESIDENTIAL LOCAL STREET,344,40.0,2019-10-07,2019-10-07,2019-10-07,0.0651515151515151,62.0,85.68,73.18378463974663,73.18378463974663,85.68,12.496215360253373,17.07511496128145,True
146202,SS-015320-PV1,926919,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,KNOXVILLE ST,LITTLEFIELD ST,GARDENA AV,2,CLAIREMONT MESA,CL 2 LANE SUB-COLLECTOR,674,40.0,2019-10-08,2019-10-08,2019-10-08,0.1276515151515151,83.78,70.92,77.70128266033254,77.70128266033254,77.70128266033254,0.0,0.0,False
146145,SS-018786-PV1,913691,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,MONROE AV,PARK BL,GEORGIA ST,3,NORTH PARK,CL 2 LANE SUB-COLLECTOR,382,52.0,2019-10-08,2019-10-08,2019-10-08,0.1446969696969696,39.88,100.0,68.29776722090261,68.29776722090261,100.0,31.702232779097386,46.41767083916453,True
146148,SS-019886-PV1,917327,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,NIAGARA AV,CABLE ST,BACON ST,2,OCEAN BEACH,CL 2 LANE SUB-COLLECTOR,662,40.0,2019-10-08,2019-10-08,2019-10-08,0.1253787878787878,54.99,81.26,67.4074109263658,67.4074109263658,81.26,13.852589073634206,20.55054315728939,True
146147,SS-019887-PV1,917394,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,NIAGARA AV,SUNSET CLIFFS BL,CABLE ST,2,OCEAN BEACH,CL 2 LANE SUB-COLLECTOR,657,40.0,2019-10-08,2019-10-08,2019-10-08,0.1244318181818181,56.0,82.33,68.44577197149644,68.44577197149644,82.33,13.884228028503557,20.28500465198275,True
146150,SS-018665-PV1,908564,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,MISSOURI ST,BAYARD ST,CASS ST,1,PACIFIC BEACH,RES RESIDENTIAL LOCAL STREET,576,40.0,2019-10-08,2019-10-08,2019-10-08,0.109090909090909,64.71,82.58,73.156864608076,73.156864608076,82.58,9.423135391923992,12.880726152503458,False
146149,SS-018664-PV1,908547,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,MISSOURI ST,CASS ST,DAWES ST,1,PACIFIC BEACH,RES RESIDENTIAL LOCAL STREET,583,40.0,2019-10-08,2019-10-08,2019-10-08,0.1104166666666666,73.43,70.11,71.86068883610452,71.86068883610452,71.86068883610452,0.0,0.0,False
146144,SS-017894-PV1,913724,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,MEADE AV,MISSION AV,GEORGIA ST,3,NORTH PARK,CL 2 LANE COLLECTOR,380,52.0,2019-10-08,2019-10-08,2019-10-08,0.1439393939393939,78.13,90.66,84.05273159144893,84.05273159144893,90.66,6.6072684085510645,7.860861013615472,False
146146,SS-018789-PV1,913694,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,MONROE AV,ALABAMA ST,MISSISSIPPI ST,3,NORTH PARK,CL 2 LANE SUB-COLLECTOR,383,52.0,2019-10-08,2019-10-08,2019-10-08,0.1450757575757575,74.26,99.5,86.19054631828979,86.19054631828979,99.5,13.30945368171021,15.44189502240795,True
146205,SS-023340-PV1,913874,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,ROBINSON AV,GEORGIA ST,FLORIDA ST,3,NORTH PARK,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,377,52.0,2019-10-09,2019-10-09,2019-10-09,0.1428030303030303,42.52,100.0,69.71263657957245,69.71263657957245,100.0,30.287363420427553,43.446016255397964,True
146208,SS-012068-PV1,913718,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,GEORGIA ST,MISSION AV,MONROE AV,3,NORTH PARK,RES RESIDENTIAL LOCAL STREET,395,44.0,2019-10-09,2019-10-09,2019-10-09,0.074810606060606,41.91,96.2,67.59351148060175,67.59351148060173,96.2,28.606488519398255,42.321352882529055,True
146204,SS-023327-PV1,910327,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,ROBINSON AV,INDIANA ST,CRESTWOOD PL,3,NORTH PARK,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,243,52.0,2019-10-09,2019-10-09,2019-10-09,0.0920454545454545,20.57,71.83,44.82007917656374,44.82007917656374,71.83,27.00992082343626,60.2629922116685,True
146203,SS-012058-PV1,910174,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,GEORGIA ST,MEADE AV,MISSION AV,3,NORTH PARK,RES RESIDENTIAL LOCAL STREET,287,44.0,2019-10-09,2019-10-09,2019-10-09,0.0543560606060606,7.69,98.0,50.413851939825804,50.41385193982581,98.0,47.586148060174196,94.3910180023007,True
146207,SS-012057-PV1,910129,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,GEORGIA ST,MONROE AV,MADISON AV,3,NORTH PARK,RES RESIDENTIAL LOCAL STREET,680,44.0,2019-10-09,2019-10-09,2019-10-09,0.1287878787878787,28.73,97.0,61.027169437846396,61.027169437846396,97.0,35.972830562153604,58.94559897422478,True
146218,SS-030800-PV1,934929,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,TORREY DEL MAR DR,KERRY LN,MARKER RD,1,TORREY HIGHLANDS,RES RESIDENTIAL LOCAL STREET,273,40.0,2019-10-09,2019-10-09,2019-10-09,0.0517045454545454,99.5,80.2,90.36955661124307,90.36955661124307,90.36955661124307,0.0,0.0,False
146217,SS-030801-PV1,934930,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,TORREY DEL MAR DR,MCGONIGLE TR,KERRY LN,1,TORREY HIGHLANDS,RES RESIDENTIAL LOCAL STREET,499,30.0,2019-10-09,2019-10-09,2019-10-09,0.0945075757575757,99.5,89.3,94.67458432304038,94.67458432304038,94.67458432304038,0.0,0.0,False
146220,SS-030796-PV1,934925,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,AMBER PL,MARKER RD,END,1,TORREY HIGHLANDS,RES CUL DE SAC,258,30.0,2019-10-09,2019-10-09,2019-10-09,0.0488636363636363,97.2,77.52,87.88978622327791,87.88978622327791,87.88978622327791,0.0,0.0,False
146210,SS-025369-PV1,924131,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,SPITFIRE RD,AVENGER RD,AVENGER RD,6,MIRA MESA,RES RESIDENTIAL LOCAL STREET,1561,36.0,2019-10-09,2019-10-09,2019-10-09,0.2956439393939393,92.04,73.65,83.34005938242281,83.34005938242281,83.34005938242281,0.0,0.0,False
146209,SS-025368-PV1,924130,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,SPITFIRE RD,CAPRICORN WY,AVENGER RD,6,MIRA MESA,RES RESIDENTIAL LOCAL STREET,258,36.0,2019-10-09,2019-10-09,2019-10-09,0.0488636363636363,92.5,80.31,86.73315518606492,86.73315518606492,86.73315518606492,0.0,0.0,False
146215,SS-030811-PV1,934940,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,HEATHERLY LN,KERRY LN,TORREY DEL MAR DR,1,TORREY HIGHLANDS,RES RESIDENTIAL LOCAL STREET,613,30.0,2019-10-09,2019-10-09,2019-10-09,0.1160984848484848,99.5,77.8,89.23416468725257,89.23416468725257,89.23416468725257,0.0,0.0,False
146211,SS-006244-PV1,930865,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,CAPRICORN WY,WESTVIEW PY,DAUNTLESS ST,6,MIRA MESA,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,389,36.0,2019-10-09,2019-10-09,2019-10-09,0.0736742424242424,62.09,78.28,69.74916468725257,69.74916468725257,78.28,8.530835312747428,12.230734734958814,False
146221,SS-030797-PV1,934926,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,MARKER RD,MONA LN,AMBER PL,1,TORREY HIGHLANDS,RES RESIDENTIAL LOCAL STREET,328,30.0,2019-10-09,2019-10-09,2019-10-09,0.0621212121212121,99.5,65.24,83.29228028503563,83.29228028503563,83.29228028503563,0.0,0.0,False
146214,SS-030808-PV1,934937,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,HEATHERLY LN,MONA LN,KERRY LN,1,TORREY HIGHLANDS,RES RESIDENTIAL LOCAL STREET,306,30.0,2019-10-09,2019-10-09,2019-10-09,0.0579545454545454,96.4,80.2,88.73610451306413,88.73610451306413,88.73610451306413,0.0,0.0,False
146219,SS-030795-PV1,934924,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,MARKER RD,AMBER PL,TORREY DEL MAR DR,1,TORREY HIGHLANDS,RES RESIDENTIAL LOCAL STREET,183,30.0,2019-10-09,2019-10-09,2019-10-09,0.0346590909090909,99.5,67.12,84.18167062549486,84.18167062549486,84.18167062549486,0.0,0.0,False
146222,SS-030794-PV1,934923,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,TORREY DEL MAR DR,MARKER RD,CARMEL VALLEY RD,1,TORREY HIGHLANDS,RES RESIDENTIAL LOCAL STREET,520,48.0,2019-10-09,2019-10-09,2019-10-09,0.0984848484848484,99.5,64.12,82.76243072050673,82.76243072050673,82.76243072050673,0.0,0.0,False
146206,SS-012056-PV1,910092,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,GEORGIA ST,MADISON AV,SPALDING PL,3,NORTH PARK,RES RESIDENTIAL LOCAL STREET,354,44.0,2019-10-09,2019-10-09,2019-10-09,0.0670454545454545,23.2,98.2,58.68099762470308,58.680997624703096,98.2,39.51900237529692,67.345484867252,True
146216,SS-030805-PV1,934934,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,TORREY DEL MAR DR,MCGONIGLE TR,HEATHERLY LN,1,TORREY HIGHLANDS,RES RESIDENTIAL LOCAL STREET,565,30.0,2019-10-09,2019-10-09,2019-10-09,0.1070075757575757,99.53,88.0,94.0753879651623,94.0753879651623,94.0753879651623,0.0,0.0,False
146311,SS-022961-PV1,909052,UTLY,Public Works CIP,engineering@sandiego.gov,858-627-3200,POST CONSTRUCTION,OVERLAY,ECP,REED AV,CASS ST,DAWES ST,1,PACIFIC BEACH,RES RESIDENTIAL LOCAL STREET,584,40.0,2019-10-10,2019-10-10,2019-10-10,0.1106060606060606,15.74,85.76,48.892779097387184,48.89277909738717,85.76,36.86722090261282,75.4042244749041,True
146347,SS-011278-PV1,907103,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,FOLSOM DR,BELLEVUE AV,LA CANADA,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,946,26.0,2019-10-11,2019-10-11,2019-10-11,0.1791666666666666,80.11,86.8,83.28020190023753,83.28020190023753,86.8,3.5197980997624683,4.226452409396031,False
146359,SS-023815-PV1,912765,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,RUSHVILLE ST,DRAPER AV,EADS AV,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,507,20.0,2019-10-11,2019-10-11,2019-10-11,0.0960227272727272,86.73,64.33,76.11527315914489,76.11527315914489,76.11527315914489,0.0,0.0,False
146361,SS-023812-PV1,905874,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,RUSHVILLE ST,BISHOPS LN,FAY AV,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,194,30.0,2019-10-11,2019-10-11,2019-10-11,0.0367424242424242,83.68,54.4,69.80503562945368,69.80503562945368,69.80503562945368,0.0,0.0,False
146348,SS-005715-PV1,907133,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,CAM DE LA COSTA,WAVERLY AV,BELLEVUE AV,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,300,30.0,2019-10-11,2019-10-11,2019-10-11,0.0568181818181818,74.84,85.1,79.70192399049881,79.70192399049881,85.1,5.398076009501182,6.77283023951176,False
146350,SS-023717-PV1,905562,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,RUE DENISE,VIA CAPRI,RUE DE ROARK,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,466,30.0,2019-10-11,2019-10-11,2019-10-11,0.0882575757575757,97.23,88.8,93.23526128266033,93.23526128266033,93.23526128266033,0.0,0.0,False
146351,SS-023716-PV1,905519,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,RUE DENISE,RUE DE ROARK,END,1,LA JOLLA,RES CUL DE SAC,123,30.0,2019-10-11,2019-10-11,2019-10-11,0.0232954545454545,90.0,71.86,81.40396674584323,81.40396674584323,81.40396674584323,0.0,0.0,False
146358,SS-023814-PV1,905981,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,RUSHVILLE ST,LA JOLLA BL,DRAPER AV,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,775,29.0,2019-10-11,2019-10-11,2019-10-11,0.146780303030303,77.84,55.6,67.30109263657957,67.30109263657957,67.30109263657957,0.0,0.0,False
146360,SS-023813-PV1,905891,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,RUSHVILLE ST,EADS AV,BISHOPS LN,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,185,30.0,2019-10-11,2019-10-11,2019-10-11,0.0350378787878787,83.68,54.64,69.91876484560571,69.91876484560571,69.91876484560571,0.0,0.0,False
146349,SS-023691-PV1,912707,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,RUE ADRIANE,HILLSIDE DR,VIA CAPRI,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,581,30.0,2019-10-11,2019-10-11,2019-10-11,0.1100378787878787,95.55,87.32,91.65003562945368,91.65003562945368,91.65003562945368,0.0,0.0,False
146352,SS-023715-PV1,905525,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,RUE DE ROARK,RUE DENISE,END,1,LA JOLLA,RES CUL DE SAC,179,30.0,2019-10-11,2019-10-11,2019-10-11,0.0339015151515151,92.91,96.4,94.56381235154394,94.56381235154394,96.4,1.836187648456061,1.9417445244592886,False
146357,SS-003828-PV1,907278,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,BEAUMONT AV,BIRD ROCK AV,CAM DE LA COSTA,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,883,30.0,2019-10-11,2019-10-11,2019-10-11,0.1672348484848484,95.11,76.02,86.06378859857482,86.06378859857482,86.06378859857482,0.0,0.0,False
146371,SS-022762-PV1,905649,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,RAVINA ST,COAST BL,OLIVETAS AV,1,LA JOLLA,CL 2 LANE SUB-COLLECTOR,82,40.0,2019-10-14,2019-10-14,2019-10-14,0.015530303030303,97.0,84.26,90.94774346793349,90.94774346793349,90.94774346793349,0.0,0.0,False
146365,SS-008500-PV1,905529,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,CUVIER ST,BEGIN,PROSPECT ST,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,318,52.0,2019-10-14,2019-10-14,2019-10-14,0.1204545454545454,100.0,85.28,93.00712589073635,93.00712589073635,93.00712589073635,0.0,0.0,False
146366,SS-022763-PV1,905650,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,RAVINA ST,OLIVETAS AV,LA JOLLA BL,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,551,40.0,2019-10-14,2019-10-14,2019-10-14,0.1043560606060606,97.5,86.98,92.50237529691212,92.50237529691212,92.50237529691212,0.0,0.0,False
146364,SS-023714-PV1,905517,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,RUE DE ANNE,BEGIN,VIA CAPRI,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,430,30.0,2019-10-14,2019-10-14,2019-10-14,0.0814393939393939,67.02,91.3,78.55444180522565,78.55444180522565,91.3,12.745558194774347,16.22512731536777,True
146363,SS-027636-PV1,905437,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,VIA CAPRI CT,VIA CAPRI,END,1,LA JOLLA,RES CUL DE SAC,122,30.0,2019-10-14,2019-10-14,2019-10-14,0.0231060606060606,76.0,73.31,74.72209026128266,74.72209026128266,74.72209026128266,0.0,0.0,False
146367,SS-007454-PV1,912726,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,COAST BL,PROSPECT ST,COAST SOUTH BL,1,LA JOLLA,CL 2 LANE SUB-COLLECTOR,930,30.0,2019-10-14,2019-10-14,2019-10-14,0.1761363636363636,53.66,74.71,63.66,63.66,74.71,11.049999999999997,17.35783851712221,True
146362,SS-002666-PV1,905928,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,ARENAS ST,LA JOLLA BL,DRAPER AV,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,782,29.0,2019-10-14,2019-10-14,2019-10-14,0.1481060606060606,93.1,77.76,85.8125890736342,85.8125890736342,85.8125890736342,0.0,0.0,False
146368,SS-008502-PV1,905710,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,CUVIER ST,MARINE ST,PEARL ST,1,LA JOLLA,RES RESIDENTIAL LOCAL STREET,599,51.0,2019-10-14,2019-10-14,2019-10-14,0.2268939393939393,100.0,88.88,94.71733966745843,94.71733966745843,94.71733966745843,0.0,0.0,False
146369,SS-017528-PV1,905765,S1923,SLURRY SEAL GROUP 1923,AVance@sandiego.gov,619-527-7500,POST CONSTRUCTION,SLURRY,Natalia Torres,MARINE ST,MONTE VISTA AV,OLIVETAS AV,1,LA JOLLA,CL 2 LANE SUB-COLLECTOR,225,40.0,2019-10-14,2019-10-14,2019-10-14,0.0426136363636363,66.0,81.37,73.30166270783849,73.30166270783849,81.37,8.068337292161516,11.007031756318852,False
