report_id,date_time,person_role,person_injury_lvl,person_veh_type,veh_type,veh_make,veh_model,police_beat,address_no_primary,address_pd_primary,address_road_primary,address_sfx_primary,address_pd_intersecting,address_name_intersecting,address_sfx_intersecting,violation_section,violation_type,charge_desc,injured,killed,hit_run_lvl
23203734,2023-07-05 12:28:00,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,PANTHER WESTWIND LTD,,528,0,W,HAWTHORN,STREET, ,KETTNER,BOULEVARD,22107,VC,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),1,0,
23203752,2023-07-05 16:22:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,HONDA,CIVIC,327,0,E,CAMPUS,DRIVE, ,MONTEZUMA,ROAD,21703,VC,FOLLOWING TOO CLOSELY (I),0,0,MISDEMEANOR
23203763,2023-07-06 12:00:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,ROGUE,233,0, ,CARMEL MOUNTAIN,ROAD, ,INTERSTATE 15 SB, ,22107,VC,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,MISDEMEANOR
23203763,2023-07-06 12:00:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,HONDA,,233,0, ,CARMEL MOUNTAIN,ROAD, ,INTERSTATE 15 SB, ,22107,VC,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,MISDEMEANOR
23203757,2023-07-06 15:07:48,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,PRIUS,521,0, ,06TH,AVENUE, ,MARKET,STREET,21658A,VC,LANE USAGE:UNSAFE LANE CHANGE (I),1,0,
23203757,2023-07-06 15:07:48,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,ALTIMA,521,0, ,06TH,AVENUE, ,MARKET,STREET,21658A,VC,LANE USAGE:UNSAFE LANE CHANGE (I),1,0,
23203783,2023-07-07 15:50:00,DRIVER,VISABLE,Motorcycle,MOTORCYCLE,KTM,,512,0,S,28TH,STREET, ,NATIONAL,AVENUE,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,
23203783,2023-07-07 15:50:00,DRIVER,,Pickups & Panels,AUTOMOBILE,CHEVROLET,,512,0,S,28TH,STREET, ,NATIONAL,AVENUE,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),1,0,
23203790,2023-07-07 20:15:00,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,FORD,FOCUS,521,0, ,16TH,STREET, ,G,STREET,21451A,VC,SIGNAL LIGHTS:CIRCULAR GREEN (I),1,0,
23203790,2023-07-07 20:15:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,B.M.W.,,521,0, ,16TH,STREET, ,G,STREET,21451A,VC,SIGNAL LIGHTS:CIRCULAR GREEN (I),1,0,
23203798,2023-07-07 22:37:35,DRIVER,VISABLE,Motor Driven Cycle/Scooter,MOTORCYCLE,"PIAGGIO GROUP AMERICAS, INC.",,452,0, ,66TH,STREET, ,66TH,STREET,22107,VC,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),1,0,
23203799,2023-07-08 00:11:00,DRIVER,,Unknown Hit and Run Vehicle,,,,813,0, ,MEADE,AVENUE, ,TEXAS,STREET,21703,VC,FOLLOWING TOO CLOSELY (I),0,0,MISDEMEANOR
23203799,2023-07-08 00:11:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,VOLKSWAGEN,GLI,813,0, ,MEADE,AVENUE, ,TEXAS,STREET,21703,VC,FOLLOWING TOO CLOSELY (I),0,0,MISDEMEANOR
23203814,2023-07-09 05:30:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,CADILLAC,ESCALADE,512,0, ,PARKING LOT, , ,Imperial,AVENUE,22106,VC,UNSAFE START ON HWY (I),0,0,MISDEMEANOR
23203814,2023-07-09 05:30:00,DRIVER,,,,,,512,0, ,PARKING LOT, , ,Imperial,AVENUE,22106,VC,UNSAFE START ON HWY (I),0,0,MISDEMEANOR
23203819,2023-07-09 14:12:00,PASSENGER,PAIN,Motorcycle,MOTORCYCLE,VICTORIA,,124,0, ,CAMINO DEL ORO, , ,EL PASEO GRANDE, ,22106,VC,UNSAFE START ON HWY (I),2,0,
23203819,2023-07-09 14:12:00,DRIVER,PAIN,Motorcycle,MOTORCYCLE,VICTORIA,,124,0, ,CAMINO DEL ORO, , ,EL PASEO GRANDE, ,22106,VC,UNSAFE START ON HWY (I),2,0,
23203844,2023-07-10 14:21:00,DRIVER,VISABLE,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,FIAT,,515,0, ,26TH,STREET, ,MARKET,STREET,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),2,0,
23203844,2023-07-10 14:21:00,DRIVER,VISABLE,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,FORD,FOCUS,515,0, ,26TH,STREET, ,MARKET,STREET,21801A,VC,RIGHT-OF-WAY:MAKING LEFT OR U-TURN (I),2,0,
23203847,2023-07-10 18:09:00,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,HONDA,PILOT,936,0, ,CARMEL VALLEY,ROAD, ,COLLINS RANCH,PLACE,22107,VC,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),1,0,
23203902,2023-07-10 19:59:00,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TESLA,,242,0, ,BLACK MOUNTAIN,ROAD, ,GEMINI,AVENUE,21703,VC,FOLLOWING TOO CLOSELY (I),2,0,
23203902,2023-07-10 19:59:00,PASSENGER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TESLA,,242,0, ,BLACK MOUNTAIN,ROAD, ,GEMINI,AVENUE,21703,VC,FOLLOWING TOO CLOSELY (I),2,0,
23203902,2023-07-10 19:59:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,COROLLA,242,0, ,BLACK MOUNTAIN,ROAD, ,GEMINI,AVENUE,21703,VC,FOLLOWING TOO CLOSELY (I),2,0,
23203853,2023-07-11 03:57:00,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,DODGE,CHALLENGER,241,0, ,LEGACY,ROAD, ,POMERADO,ROAD,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,
23203859,2023-07-11 07:27:00,DRIVER,,,FARM EQUIPMENT,TOYOTA,RAV4,433,0, ,60TH,STREET, ,BROADWAY, ,21710,VC,COASTING WITH GEARS IN NEUTRAL PROHIBITED (I),1,0,
23203866,2023-07-11 12:13:00,DRIVER,,,AUTOMOBILE,ACURA,,511,0,S,28TH,STREET, ,MAIN,STREET,22106,VC,UNSAFE START ON HWY (I),0,0,
23203868,2023-07-11 14:40:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,HYUNDAI,ELANTRA,122,0, ,GARNET,AVENUE, ,MISSION,BOULEVARD,21803A,VC,RIGHT-OF-WAY:FROM YIELD INTERSECTION (I),0,0,
23203868,2023-07-11 14:40:00,DRIVER,,Motorcycle,MOTORCYCLE,HONDA,,122,0, ,GARNET,AVENUE, ,MISSION,BOULEVARD,21803A,VC,RIGHT-OF-WAY:FROM YIELD INTERSECTION (I),0,0,
23203883,2023-07-11 21:35:00,DRIVER,VISABLE,Two Axle Truck,AUTOMOBILE,MAZDA,B2300,231,0, ,POWAY,ROAD, ,SABRE SPRINGS,PARKWAY,22100B,VC,TURNS:IMPROPER LEFT HAND TURN (I),2,0,
23203883,2023-07-11 21:35:00,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,PRIUS,231,0, ,POWAY,ROAD, ,SABRE SPRINGS,PARKWAY,22100B,VC,TURNS:IMPROPER LEFT HAND TURN (I),2,0,
23203894,2023-07-12 12:17:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,CAMRY,441,0,S,43RD,STREET, ,NATIONAL,AVENUE,21750,VC,PASSING:UNSAFE PASSING:SAME DIRECTION (I),0,0,MISDEMEANOR
23203927,2023-07-12 17:33:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,,234,0, ,RANCHO BERNARDO,ROAD, ,WEST BERNARDO,DRIVE,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
23203927,2023-07-12 17:33:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",LIGHT DUTY TRUCK,TOYOTA,TUNDRA,234,0, ,RANCHO BERNARDO,ROAD, ,WEST BERNARDO,DRIVE,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
23203924,2023-07-13 22:10:41,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,XTERRA,436,0, ,69TH,STREET, ,IMPERIAL,AVENUE,21453A,VC,SIGNAL LIGHTS:CIRCULAR RED (I),2,0,
23203924,2023-07-13 22:10:41,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,XTERRA,436,0, ,69TH,STREET, ,IMPERIAL,AVENUE,21453A,VC,SIGNAL LIGHTS:CIRCULAR RED (I),2,0,
23203924,2023-07-13 22:10:41,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,CHEVROLET,SILVERADO,436,0, ,69TH,STREET, ,IMPERIAL,AVENUE,21453A,VC,SIGNAL LIGHTS:CIRCULAR RED (I),2,0,
23203924,2023-07-13 22:10:41,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,CHEVROLET,SILVERADO,436,0, ,69TH,STREET, ,IMPERIAL,AVENUE,21453A,VC,SIGNAL LIGHTS:CIRCULAR RED (I),2,0,
23203945,2023-07-14 19:01:39,DRIVER,VISABLE,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,ARMADA,821,0, ,EL CAJON,BOULEVARD, ,ROLANDO,BOULEVARD,21453A,VC,SIGNAL LIGHTS:CIRCULAR RED (I),1,0,
23203945,2023-07-14 19:01:39,DRIVER,,Pickups & Panels,,FORD,,821,0, ,EL CAJON,BOULEVARD, ,ROLANDO,BOULEVARD,21453A,VC,SIGNAL LIGHTS:CIRCULAR RED (I),1,0,
23204256,2023-07-14 23:00:00,DRIVER,,Unknown Hit and Run Vehicle,,,,523,0, ,04TH,AVENUE, ,G,STREET,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
23204256,2023-07-14 23:00:00,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,ALTIMA,523,0, ,04TH,AVENUE, ,G,STREET,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
23204256,2023-07-14 23:00:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,ALTIMA,523,0, ,04TH,AVENUE, ,G,STREET,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
23204162,2023-07-14 23:23:00,DRIVER,,,AUTOMOBILE,NISSAN,,521,0, ,J,STREET, ,PARK,BOULEVARD,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
23204162,2023-07-14 23:23:00,DRIVER,PAIN,,AUTOMOBILE,KIA,SORENTO,521,0, ,J,STREET, ,PARK,BOULEVARD,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
23204078,2023-07-15 15:00:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,HYUNDAI,SONATA,321,0, ,CAMINO DEL RIO NORTH, , ,FAIRMOUNT,AVENUE,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,MISDEMEANOR
23204078,2023-07-15 15:00:00,PASSENGER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,HYUNDAI,SONATA,321,0, ,CAMINO DEL RIO NORTH, , ,FAIRMOUNT,AVENUE,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,MISDEMEANOR
23203965,2023-07-16 11:38:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,MURANO,627,0,W,ALLEY OF 3800 PARK,BOULEVARD, ,UNIVERSITY,AVENUE,21954A,VC,RIGHT-OF-WAY:PED NOT IN CROSSWALK YIELD TO VEHS (I),1,0,
23203969,2023-07-16 18:22:56,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,KIA,RIO,611,0, ,MIDWAY,DRIVE, ,ROSECRANS,STREET,14603,VC,OPER VEH:VIOL OF LIC RESTRICTION (I),1,0,
23203969,2023-07-16 18:22:56,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,KIA,RIO,611,0, ,MIDWAY,DRIVE, ,ROSECRANS,STREET,14603,VC,OPER VEH:VIOL OF LIC RESTRICTION (I),1,0,
23203969,2023-07-16 18:22:56,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,KIA,RIO,611,0, ,MIDWAY,DRIVE, ,ROSECRANS,STREET,14603,VC,OPER VEH:VIOL OF LIC RESTRICTION (I),1,0,
23203969,2023-07-16 18:22:56,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,VERSA,611,0, ,MIDWAY,DRIVE, ,ROSECRANS,STREET,14603,VC,OPER VEH:VIOL OF LIC RESTRICTION (I),1,0,
23203969,2023-07-16 18:22:56,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,VERSA,611,0, ,MIDWAY,DRIVE, ,ROSECRANS,STREET,14603,VC,OPER VEH:VIOL OF LIC RESTRICTION (I),1,0,
23204000,2023-07-17 20:26:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,HONDA,CIVIC,833,0, ,46TH,STREET, ,NORTH CURB OF 4600 UNIVERSITY,AVENUE,38314,VC,UNSAFE TURNING MOVEMENT (I),1,0,
23204000,2023-07-17 20:26:00,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,MAZDA,CX7,833,0, ,46TH,STREET, ,NORTH CURB OF 4600 UNIVERSITY,AVENUE,38314,VC,UNSAFE TURNING MOVEMENT (I),1,0,
23204006,2023-07-18 04:28:33,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,ALTIMA,528,0, ,COLUMBIA,STREET,W,HAWTHORN,STREET,21658A,VC,LANE USAGE:UNSAFE LANE CHANGE (I),1,0,
23204006,2023-07-18 04:28:33,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,ALTIMA,528,0, ,COLUMBIA,STREET,W,HAWTHORN,STREET,21658A,VC,LANE USAGE:UNSAFE LANE CHANGE (I),1,0,
23204006,2023-07-18 04:28:33,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,CAMRY,528,0, ,COLUMBIA,STREET,W,HAWTHORN,STREET,21658A,VC,LANE USAGE:UNSAFE LANE CHANGE (I),1,0,
23204032,2023-07-19 08:00:00,DRIVER,VISABLE,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,HONDA,CR-V,512,0,S,31ST,STREET, ,COMMERCIAL,STREET,21800C,VC,RIGHT-OF-WAY - CONTROLLED BY STOP SIGHNS - LEFT DRIVER YIELD (I),1,0,
23204032,2023-07-19 08:00:00,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,HONDA,CR-V,512,0,S,31ST,STREET, ,COMMERCIAL,STREET,21800C,VC,RIGHT-OF-WAY - CONTROLLED BY STOP SIGHNS - LEFT DRIVER YIELD (I),1,0,
23204032,2023-07-19 08:00:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",LIGHT DUTY TRUCK,FORD,TRANSIT CONNECT,512,0,S,31ST,STREET, ,COMMERCIAL,STREET,21800C,VC,RIGHT-OF-WAY - CONTROLLED BY STOP SIGHNS - LEFT DRIVER YIELD (I),1,0,
23204043,2023-07-19 17:10:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,CHRYSLER,300 SERIES,621,0, ,FASHION HILLS,BOULEVARD, ,ULRIC,STREET,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),0,0,MISDEMEANOR
23204043,2023-07-19 17:10:00,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,CHRYSLER,300 SERIES,621,0, ,FASHION HILLS,BOULEVARD, ,ULRIC,STREET,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),0,0,MISDEMEANOR
23204043,2023-07-19 17:10:00,DRIVER,,,,,,621,0, ,FASHION HILLS,BOULEVARD, ,ULRIC,STREET,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),0,0,MISDEMEANOR
23204049,2023-07-19 21:30:00,DRIVER,,,,,,614,0, ,CABLE,STREET, ,East Curbline of Cable,STREET,21800C,VC,RIGHT-OF-WAY - CONTROLLED BY STOP SIGHNS - LEFT DRIVER YIELD (I),0,0,MISDEMEANOR
23204049,2023-07-19 21:30:00,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,COROLLA,614,0, ,CABLE,STREET, ,East Curbline of Cable,STREET,21800C,VC,RIGHT-OF-WAY - CONTROLLED BY STOP SIGHNS - LEFT DRIVER YIELD (I),0,0,MISDEMEANOR
23204049,2023-07-19 21:30:00,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,COROLLA,614,0, ,CABLE,STREET, ,East Curbline of Cable,STREET,21800C,VC,RIGHT-OF-WAY - CONTROLLED BY STOP SIGHNS - LEFT DRIVER YIELD (I),0,0,MISDEMEANOR
23204049,2023-07-19 21:30:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,COROLLA,614,0, ,CABLE,STREET, ,East Curbline of Cable,STREET,21800C,VC,RIGHT-OF-WAY - CONTROLLED BY STOP SIGHNS - LEFT DRIVER YIELD (I),0,0,MISDEMEANOR
23204074,2023-07-20 18:30:00,BICYCLIST,SEVERE,,BICYCLE,STREET BIKE,,511,0, ,CESAR E CHAVEZ,PARKWAY, ,MAIN,STREET,21800B,VC,RIGHT-OF-WAY:INTERSECTION - LEFT DRIVER YIELD (I),1,0,
23204074,2023-07-20 18:30:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,CHEVROLET,,511,0, ,CESAR E CHAVEZ,PARKWAY, ,MAIN,STREET,21800B,VC,RIGHT-OF-WAY:INTERSECTION - LEFT DRIVER YIELD (I),1,0,
23204073,2023-07-21 00:03:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,KIA,SORENTO,623,0, ,TAYLOR,STREET, ,Hotel Circle,DRIVE,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),2,0,
23204073,2023-07-21 00:03:00,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,COROLLA,623,0, ,TAYLOR,STREET, ,Hotel Circle,DRIVE,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),2,0,
23204073,2023-07-21 00:03:00,PASSENGER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,COROLLA,623,0, ,TAYLOR,STREET, ,Hotel Circle,DRIVE,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),2,0,
23204081,2023-07-21 12:55:00,BICYCLIST,VISABLE,,BICYCLE,RAD POWER BIKES,,934,0, ,DEL MAR HEIGHTS,ROAD, ,SIGNATURE,POINT,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
23204129,2023-07-21 16:30:00,DRIVER,,,,PORSCHE,,521,0, ,11TH,AVENUE, ,MARKET,STREET,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,MISDEMEANOR
23204104,2023-07-21 18:28:01,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,JEEP,WRANGLER,814,0,W,MISSION BAY,DRIVE, ,Near the I-8 FREEWAY, ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,2,0,
23204104,2023-07-21 18:28:01,PASSENGER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,B.M.W.,,814,0,W,MISSION BAY,DRIVE, ,Near the I-8 FREEWAY, ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,2,0,
23204104,2023-07-21 18:28:01,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,JEEP,WRANGLER,814,0,W,MISSION BAY,DRIVE, ,Near the I-8 FREEWAY, ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,2,0,
23204104,2023-07-21 18:28:01,PASSENGER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,JEEP,WRANGLER,814,0,W,MISSION BAY,DRIVE, ,Near the I-8 FREEWAY, ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,2,0,
23204104,2023-07-21 18:28:01,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,B.M.W.,,814,0,W,MISSION BAY,DRIVE, ,Near the I-8 FREEWAY, ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,2,0,
23204099,2023-07-22 11:57:00,DRIVER,,Police Car,AUTOMOBILE,FORD,,443,0, ,I-5 NORTH ON,RAMP, ,OSBOURN,STREET,21802A,VC,RIGHT-OF-WAY:FROM STOP INTERSECTION (I),0,0,
23204099,2023-07-22 11:57:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,VOLKSWAGEN,BUG,443,0, ,I-5 NORTH ON,RAMP, ,OSBOURN,STREET,21802A,VC,RIGHT-OF-WAY:FROM STOP INTERSECTION (I),0,0,
23204138,2023-07-23 07:00:55,DRIVER,,Unknown Hit and Run Vehicle,,,,614,0, ,SUNSET CLIFFS,BOULEVARD, ,WEST POINT LOMA,BOULEVARD,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,MISDEMEANOR
23204138,2023-07-23 07:00:55,BICYCLIST,VISABLE,,BICYCLE,,,614,0, ,SUNSET CLIFFS,BOULEVARD, ,WEST POINT LOMA,BOULEVARD,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,MISDEMEANOR
23204126,2023-07-24 04:42:00,DRIVER,PAIN,Pickups & Panels,LIGHT DUTY TRUCK,NISSAN,FRONTIER,242,0, ,BLACK MOUNTAIN,ROAD, ,MERCY,ROAD,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,
23204133,2023-07-24 10:24:22,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,TOYOTA,TACOMA,931,0, ,MIRAMAR,ROAD, ,NOBEL,DRIVE,38314,VC,UNSAFE TURNING MOVEMENT (I),2,0,
23204133,2023-07-24 10:24:22,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",,GENERAL MOTORS CORP,,931,0, ,MIRAMAR,ROAD, ,NOBEL,DRIVE,38314,VC,UNSAFE TURNING MOVEMENT (I),2,0,
23204181,2023-07-24 14:20:00,BICYCLIST,VISABLE,,BICYCLE,WILDEWAY,,934,0, ,CARMEL VALLEY,ROAD, ,SR56 West, ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
23204181,2023-07-24 14:20:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,MERCEDES-BENZ,,934,0, ,CARMEL VALLEY,ROAD, ,SR56 West, ,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
23204146,2023-07-24 21:45:00,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,FORD,FIVE HUNDRED (500),315,0, ,CAM DE LA RIENA, , ,Mission Center,DRIVE,21658A,VC,LANE USAGE:UNSAFE LANE CHANGE (I),0,0,MISDEMEANOR
23204146,2023-07-24 21:45:00,DRIVER,,Unknown Hit and Run Vehicle,,,,315,0, ,CAM DE LA RIENA, , ,Mission Center,DRIVE,21658A,VC,LANE USAGE:UNSAFE LANE CHANGE (I),0,0,MISDEMEANOR
23204284,2023-07-25 11:45:00,DRIVER,,,LIGHT DUTY TRUCK,TOYOTA,TUNDRA,123,0, ,INGRAHAM,STREET, ,VACATION,ROAD,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,0,0,MISDEMEANOR
23204173,2023-07-26 09:37:09,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,DODGE,CHARGER,122,0, ,INGRAHAM,STREET, ,THOMAS,AVENUE,21802A,VC,RIGHT-OF-WAY:FROM STOP INTERSECTION (I),1,0,
23204173,2023-07-26 09:37:09,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,B.M.W.,,122,0, ,INGRAHAM,STREET, ,THOMAS,AVENUE,21802A,VC,RIGHT-OF-WAY:FROM STOP INTERSECTION (I),1,0,
23204176,2023-07-26 13:41:00,PARKED VEHICLE OCCUPANT,,,AUTOMOBILE,HONDA,PILOT,529,0, ,ELM,STREET, ,02ND,AVENUE,38314,VC,UNSAFE TURNING MOVEMENT (I),0,0,
23204185,2023-07-26 18:00:18,DRIVER,,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,MITSUBISHI,MIRAGE,113,0, ,EB 52 OFFRAMP, , ,Regents,ROAD,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,
23204185,2023-07-26 18:00:18,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",AUTOMOBILE,NISSAN,ROGUE,113,0, ,EB 52 OFFRAMP, , ,Regents,ROAD,22350,VC,UNSAFE SPEED (BASIC SPEED LAW) (I),1,0,
23204196,2023-07-27 09:33:57,DRIVER,,Semi,TRAILER,FREIGHTLINER,,526,0, ,04TH,AVENUE, ,BEECH,STREET,22107,VC,TURNS:UNSAFE TURN AND/OR NO TURN SIGNAL (I),0,0,
23204197,2023-07-27 10:06:00,DRIVER,PAIN,,,BIRD,,523,0, ,J,STREET, ,04TH,AVENUE,MISC-HAZ,VC,MISCELLANEOUS HAZARDOUS VIOLATIONS OF THE VEHICLE CODE,1,0,
23204220,2023-07-27 21:14:00,DRIVER,PAIN,"Passenger Car, Station Wagon, Jeep",LIGHT DUTY TRUCK,FORD,RANGER,451,0, ,EUCLID,AVENUE, ,FEDERAL,BOULEVARD,22106,VC,UNSAFE START ON HWY (I),1,0,
