objectid,roadsegid,iamfloc,rd20full,xstrt1,xstrt2,llowaddr,lhighaddr,rlowaddr,rhighaddr,zip,pwidth,pav_length,paveclass,funclass,cpname,pci23,pci23_d,road_norm,c1,c2,seg_key,adt_recent,adt_date,adt_mean,n_counts,seg_miles,vmt_day_recent
32592,934972.0,SS-032199-PV1,VIA ALTA,CIVITA BL,FRANKLIN RIDGE RD,22400.0,2698.0,2439.0,2699.0,92108.0,50.0,2424.56635529,AC Improved,CL 2 LANE SUB-COLLECTOR,Mission Valley,84.79,Satisfactory,VIA ALTA,CIVITA BL,FRANKLIN RIDGE RD,VIA ALTA|CIVITA BL|FRANKLIN RIDGE RD,875.0,2018-12-13,875.0,1.0,0.4591981733503788,401.7984016815815
27704,28981.0,SS-021044-PV1,PALM (SB) AV,16TH (SB) ST,THERMAL AV,1600.0,1698.0,1601.0,1699.0,92154.0,130.0,769.1123,AC Improved,,Otay Mesa-Nestor,,,PALM AVE,16TH ST,THERMAL AVE,PALM AVE|16TH ST|THERMAL AVE,45138.0,2015-06-03,44673.333333333336,3.0,0.14566520833333332,6575.03617375
17264,929508.0,SS-013672-PV1,HOME AV,FAIRMOUNT AV,45TH ST,4400.0,4498.0,4401.0,4499.0,92105.0,58.0,1043.6883,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Mid-City: City Heights,86.43,Good,HOME AVE,FAIRMOUNT AVE,45TH ST,HOME AVE|45TH ST|FAIRMOUNT AVE,18433.0,2021-05-18,17895.8,5.0,0.19766823863636365,3643.618642784091
24463,931086.0,SS-023791-PV1,RUFFIN RD,GRAMERCY DR,VILLAGE GLEN DR,3300.0,3398.0,3301.0,3399.0,92123.0,82.0,1141.7696,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Serra Mesa,79.35,Satisfactory,RUFFIN RD,GRAMERCY DR,VILLAGE GLEN DR,RUFFIN RD|GRAMERCY DR|VILLAGE GLEN DR,10532.0,2014-10-01,10076.0,2.0,0.21624424242424245,2277.4843612121213
7057,906221.0,SS-002515-PV1,ANTIGUA BL,CARIOCA CT,MATADOR CT,5550.0,5578.0,5551.0,5579.0,92124.0,75.0,262.8002,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Tierrasanta,73.24,Satisfactory,ANTIGUA BL,CARIOCA CT,MATADOR CT,ANTIGUA BL|CARIOCA CT|MATADOR CT,4235.0,2010-09-08,3727.5,2.0,0.04977276515151516,210.78766041666668
25002,904072.0,SS-005773-PV1,CAM DEL RIO NORTH,WARD RD,FAIRMOUNT AV,4000.0,4298.0,4001.0,4299.0,92108.0,40.0,2818.3158,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Mission Valley,94.85,Good,CAM DEL RIO NORTH,WARD RD,FAIRMOUNT AVE,CAM DEL RIO NORTH|FAIRMOUNT AVE|WARD RD,11933.0,2016-05-26,10883.833333333334,6.0,0.5337719318181818,6369.500462386364
24297,931039.0,SS-024276-PV1,SANTA FE ST,GARNET AV,DAMON AV,4600.0,4758.0,4601.0,4759.0,92109.0,30.0,1069.199,PCC Jointed Concrete,CL 2 LANE SUB-COLLECTOR,Clairemont Mesa,95.67,Good,SANTA FE ST,GARNET AVE,DAMON AVE,SANTA FE ST|DAMON AVE|GARNET AVE,2436.0,2013-10-24,2400.5,2.0,0.20249981060606062,493.28953863636366
14415,928348.0,SS-014703-PV1,JUAN ST,SUNSET RD,SAN JUAN RD,2251.0,2305.0,2250.0,2304.0,92103.0,32.0,348.0065,PCC Jointed Concrete,CL 2 LANE SUB-COLLECTOR,Uptown,95.36,Good,JUAN ST,SUNSET RD,SAN JUAN RD,JUAN ST|SAN JUAN RD|SUNSET RD,2345.0,2010-08-19,2425.0,3.0,0.06591032196969697,154.55970501893938
2591,916296.0,SS-025413-PV1,SPRINGBROOK DR,SABRE SPRINGS PY,POWAY RD,12400.0,12598.0,12401.0,12599.0,92128.0,72.0,887.623,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Sabre Springs,69.65,Fair,SPRINGBROOK DR,SABRE SPRINGS PY,POWAY RD,SPRINGBROOK DR|POWAY RD|SABRE SPRINGS PY,3591.0,2017-03-01,3298.0,4.0,0.16811041666666668,603.68450625
20714,920046.0,SS-008870-PV1,DEEP DELL RD,BROOKHAVEN RD,DEEP DELL CT,401.0,439.0,400.0,438.0,92114.0,40.0,322.2699,AC Improved,CL 2 LANE COLLECTOR,Skyline-Paradise Hills,30.58,Very Poor,DEEP DELL RD,BROOKHAVEN RD,DEEP DELL CT,DEEP DELL RD|BROOKHAVEN RD|DEEP DELL CT,4305.0,2013-11-19,4902.5,2.0,0.06103596590909091,262.75983323863636
8320,907195.0,SS-021714-PV1,PETIT ST,BROADLAWN ST,HATHAWAY ST,7000.0,7058.0,7001.0,7059.0,92111.0,40.0,344.7589,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Clairemont Mesa,41.0,Poor,PETIT ST,BROADLAWN ST,HATHAWAY ST,PETIT ST|BROADLAWN ST|HATHAWAY ST,3727.0,2014-08-27,3507.3333333333335,3.0,0.06529524621212121,243.35538263257575
3118,923897.0,SS-030132-PV1,AQUARIUS DR,WESTONHILL DR,BOOTES ST,8740.0,8798.0,8741.0,8799.0,92126.0,40.0,518.1856,AC Improved,CL 2 LANE SUB-COLLECTOR,Mira Mesa,6.82,Failed,AQUARIUS DR,WESTONHILL DR,BOOTES ST,AQUARIUS DR|BOOTES ST|WESTONHILL DR,2235.0,2010-12-10,2235.0,1.0,0.09814121212121213,219.3456090909091
452,915610.0,SS-017787-PV1,MATINAL RD,RANCHO BERNARDO RD,CAPILLA RD,17000.0,17098.0,17001.0,17099.0,92127.0,40.0,903.5635,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Rancho Bernardo,91.8,Good,MATINAL RD,RANCHO BERNARDO RD,CAPILLA RD,MATINAL RD|CAPILLA RD|RANCHO BERNARDO RD,2529.0,2021-12-15,2915.25,4.0,0.17112945075757574,432.7863809659091
9937,908505.0,SS-002922-PV1,ASHFORD ST,ASHFORD CT,CULLEN ST,3200.0,3278.0,3201.0,3279.0,92111.0,47.0,272.0,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Clairemont Mesa,34.05,Very Poor,ASHFORD ST,ASHFORD CT,CULLEN ST,ASHFORD ST|ASHFORD CT|CULLEN ST,4918.0,2016-11-29,5247.666666666667,3.0,0.051515151515151514,253.35151515151514
25921,921294.0,SS-016449-PV1,LINCOLN AV,NORMAL ST,CENTRE ST,1600.0,1698.0,1601.0,1699.0,92103.0,52.0,414.0114,AC Improved,CL 2 LANE SUB-COLLECTOR,Uptown,79.19,Satisfactory,LINCOLN AVE,NORMAL ST,CENTRE ST,LINCOLN AVE|CENTRE ST|NORMAL ST,6729.0,2020-03-12,7177.166666666667,6.0,0.07841125,527.62930125
11181,909286.0,SS-021212-PV1,PARK RIDGE BL,MURRAY PARK DR,WANDERMERE DR,6340.0,6598.0,6341.0,6599.0,92120.0,20.0,1619.3858,AC Improved,CL 2 LANE COLLECTOR,Navajo,70.34,Satisfactory,PARK RIDGE BL,MURRAY PARK DR,WANDERMERE DR,PARK RIDGE BL|MURRAY PARK DR|WANDERMERE DR,1257.0,2014-08-28,1168.5,2.0,0.30670185606060607,385.52423306818184
13489,910108.0,SS-000652-PV1,30TH ST,MADISON AV,ADAMS AV,4600.0,4698.0,4601.0,4699.0,92116.0,52.0,678.0,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,North Park,84.05,Satisfactory,30TH ST,MADISON AVE,ADAMS AVE,30TH ST|ADAMS AVE|MADISON AVE,3751.0,2022-04-12,4878.0,6.0,0.12840909090909092,481.6625
14414,928347.0,SS-025932-PV1,SUNSET RD,JUAN ST,LA CALLECITA ST,4100.0,4148.0,4101.0,4149.0,92103.0,30.0,226.8976,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Uptown,85.88,Good,SUNSET RD,JUAN ST,LA CALLECITA ST,SUNSET RD|JUAN ST|LA CALLECITA ST,1070.0,2016-06-16,1292.75,4.0,0.042973030303030305,45.98114242424243
18785,918631.0,SS-013596-PV1,HILLTOP DR,EUCLID AV,51ST ST,5050.0,5098.0,5051.0,5099.0,92114.0,36.0,184.0244,AC Improved,CL 2 LANE SUB-COLLECTOR,Encanto Neighborhoods,15.96,Serious,HILLTOP DR,EUCLID AVE,51ST ST,HILLTOP DR|51ST ST|EUCLID AVE,2249.0,2015-04-02,2037.0,2.0,0.034853106060606064,78.38463553030304
1558,923209.0,SS-021445-PV1,PASEO MONTALBAN,OFTEDAHL WY,CARMEL MTN RD,9600.0,9798.0,9601.0,9799.0,92129.0,82.0,548.4591,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Rancho Penasquitos,65.79,Fair,PASEO MONTALBAN,OFTEDAHL WY,CARMEL MTN RD,PASEO MONTALBAN|CARMEL MTN RD|OFTEDAHL WY,8915.0,2010-06-29,8915.0,1.0,0.10387482954545456,926.0441053977274
24604,913240.0,SS-008795-PV1,DAWES ST,HORNBLEND ST,GARNET AV,4450.0,4498.0,4451.0,4499.0,92109.0,40.0,349.2541,AC Improved,RES RESIDENTIAL LOCAL STREET,Pacific Beach,86.5,Good,DAWES ST,HORNBLEND ST,GARNET AVE,DAWES ST|GARNET AVE|HORNBLEND ST,1299.0,2016-09-15,1426.5,2.0,0.06614660984848485,85.92444619318182
27821,914211.0,SS-005730-PV1,CAM DE LA PLAZA,DAIRY MART RD,BIBLER DR,2400.0,3498.0,2401.0,3499.0,92173.0,58.0,3206.9083,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,San Ysidro,85.51,Good,CAM DE LA PLZ,DAIRY MART RD,BIBLER DR,CAM DE LA PLZ|BIBLER DR|DAIRY MART RD,9691.0,2019-06-05,9691.0,1.0,0.6073689962121213,5886.012942291667
21760,920981.0,SS-021308-PV1,PARKSIDE AV,VESUVIA WY,PARKSIDE PL,6200.0,6298.0,6201.0,6299.0,92139.0,40.0,822.5075,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Skyline-Paradise Hills,31.03,Very Poor,PARKSIDE AVE,VESUVIA WY,PARKSIDE PL,PARKSIDE AVE|PARKSIDE PL|VESUVIA WY,7800.0,2015-04-14,7800.0,1.0,0.15577793560606062,1215.0678977272728
14070,928144.0,SS-001297-PV1,54TH ST,TROJAN AV,EL CAJON BL,4300.0,4398.0,4301.0,4399.0,92115.0,33.0,1077.2899,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Mid-City: City Heights,36.84,Very Poor,54TH ST,TROJAN AVE,EL CAJON BL,54TH ST|EL CAJON BL|TROJAN AVE,24070.0,2016-05-12,23356.714285714286,7.0,0.20403217803030302,4911.054525189394
8353,907217.0,SS-019213-PV1,MT ALIFAN DR,GENESEE AV,MT AGUILAR DR,5400.0,5798.0,5401.0,5799.0,92111.0,64.0,1031.4822,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Clairemont Mesa,62.78,Fair,MT ALIFAN DR,GENESEE AVE,MT AGUILAR DR,MT ALIFAN DR|GENESEE AVE|MT AGUILAR DR,13705.0,2013-04-11,14507.5,2.0,0.19535647727272726,2677.360521022727
17275,918078.0,SS-025882-PV1,SUNSET CLIFFS BL,GUIZOT ST,FROUDE ST,1050.0,1098.0,1051.0,1099.0,92107.0,40.0,804.1748,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Peninsula,64.96,Fair,SUNSET CLIFFS BL,GUIZOT ST,FROUDE ST,SUNSET CLIFFS BL|FROUDE ST|GUIZOT ST,3175.0,2022-06-16,4870.333333333333,6.0,0.15230583333333333,483.57102083333336
23709,930919.0,SS-028084-PV1,VISTA SORRENTO PY,LUSK BL,SORRENTO VALLEY BL,10600.0,10798.0,10601.0,10799.0,92121.0,60.0,1842.388,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Torrey Pines,33.59,Very Poor,VISTA SORRENTO PY,LUSK BL,SORRENTO VALLEY BL,VISTA SORRENTO PY|LUSK BL|SORRENTO VALLEY BL,17569.0,2017-09-19,16472.5,6.0,0.34893712121212117,6130.476282575757
589,915767.0,SS-023253-PV1,RIOS RD,DIAZ DR,POMERADO RD,12500.0,12548.0,12501.0,12549.0,92128.0,40.0,391.496,AC Improved,RES RESIDENTIAL LOCAL STREET,Rancho Bernardo,44.42,Poor,RIOS RD,DIAZ DR,POMERADO RD,RIOS RD|DIAZ DR|POMERADO RD,1670.0,2005-03-15,1670.0,1.0,0.0741469696969697,123.82543939393939
10155,908656.0,SS-015850-PV1,LAKE MURRAY BL,LYNNHAVEN LN,NAVAJO RD,8700.0,8798.0,8701.0,8799.0,92119.0,46.0,914.8072,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Navajo,94.08,Good,LAKE MURRAY BL,LYNNHAVEN LN,NAVAJO RD,LAKE MURRAY BL|LYNNHAVEN LN|NAVAJO RD,14200.0,2010-08-10,14200.0,1.0,0.17325893939393938,2460.2769393939393
25689,931609.0,SS-020926-PV1,PACIFIC HY,SMITH ST,ROSECRANS ST,4440.0,4598.0,4441.0,4599.0,92110.0,43.0,1440.8362,AC Improved,MJ SIX LANE URBAN MAJOR,Midway-Pacific Highway,63.89,Fair,PACIFIC HY,SMITH ST,ROSECRANS ST,PACIFIC HY|ROSECRANS ST|SMITH ST,13501.0,2016-06-29,14573.4,5.0,0.2728856439393939,3684.229078825757
23189,912455.0,SS-005599-PV1,CALLE PRIMERA,SYCAMORE RD,WILLOW RD,101.0,199.0,100.0,198.0,92173.0,40.0,1000.3795,AC Improved,CL 2 LANE SUB-COLLECTOR,San Ysidro,58.19,Fair,CALLE PRIMERA,SYCAMORE RD,WILLOW RD,CALLE PRIMERA|SYCAMORE RD|WILLOW RD,7960.0,2022-09-13,9375.0,4.0,0.1894658143939394,1508.1478825757576
5143,925066.0,SS-014472-PV1,JADE COAST RD,PARKDALE AV,KIBLER DR,7700.0,7948.0,7701.0,7949.0,92126.0,40.0,1277.6707,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Mira Mesa,89.0,Good,JADE COAST RD,PARKDALE AVE,KIBLER DR,JADE COAST RD|KIBLER DR|PARKDALE AVE,1852.0,2021-12-08,1739.2,5.0,0.2419830871212121,448.1526773484848
7655,925445.0,SS-025175-PV1,SOLEDAD MTN RD,PALOMINO CR,SOLEDAD RD,5800.0,5898.0,5801.0,5899.0,92037.0,60.0,955.6113,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,La Jolla,64.77,Fair,SOLEDAD MTN RD,PALOMINO CR,SOLEDAD RD,SOLEDAD MTN RD|PALOMINO CR|SOLEDAD RD,9871.0,2021-08-17,10803.666666666666,6.0,0.18098698863636364,1786.5225648295454
23716,930921.0,SS-019004-PV1,MOREHOUSE DR,SCRANTON RD,LUSK BL,5400.0,5798.0,5401.0,5799.0,92121.0,44.0,2544.1701,AC Improved,RES RESIDENTIAL LOCAL STREET,Mira Mesa,90.0,Good,MOREHOUSE DR,SCRANTON RD,LUSK BL,MOREHOUSE DR|LUSK BL|SCRANTON RD,2049.0,2021-11-09,6538.0,4.0,0.4818503977272727,987.3114649431817
14110,910229.0,SS-013807-PV1,HOWARD AV,OREGON ST,IDAHO ST,2700.0,2798.0,2701.0,2799.0,92104.0,47.0,392.0015,AC Improved,CL 2 LANE COLLECTOR,North Park,79.89,Satisfactory,HOWARD AVE,OREGON ST,IDAHO ST,HOWARD AVE|IDAHO ST|OREGON ST,5113.0,2022-03-29,5756.333333333333,6.0,0.07424270833333334,379.6029677083334
24806,913374.0,SS-001202-PV1,50TH ST,GLACIER AV,ORCUTT AV,6330.0,6498.0,6331.0,6499.0,92120.0,40.0,1247.0588,AC Improved,CL 2 LANE SUB-COLLECTOR,Navajo,62.34,Fair,50TH ST,GLACIER AVE,ORCUTT AVE,50TH ST|GLACIER AVE|ORCUTT AVE,1072.0,2015-03-05,1391.0,2.0,0.2361853787878788,253.19072606060607
22667,911974.0,SS-024385-PV1,SATELLITE BL,STANDLAKE ST,SATURN BL,1860.0,1898.0,1861.0,1899.0,92154.0,64.0,317.0249,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Otay Mesa-Nestor,32.41,Very Poor,SATELLITE BL,STANDLAKE ST,SATURN BL,SATELLITE BL|SATURN BL|STANDLAKE ST,5346.0,2016-12-13,5289.6,5.0,0.060042594696969695,320.98771124999996
8004,906977.0,SS-019386-PV1,MT HERBERT AV,MT LAUDO DR,MT KING DR,4364.0,4438.0,4365.0,4439.0,92117.0,38.0,731.5607,AC Improved,CL 2 LANE SUB-COLLECTOR,Clairemont Mesa,94.57,Good,MT HERBERT AVE,MT LAUDO DR,MT KING DR,MT HERBERT AVE|MT KING DR|MT LAUDO DR,2515.0,2013-04-23,2972.5,2.0,0.13855316287878788,348.46120464015155
9260,925764.0,SS-015518-PV1,LA JOLLA BL,WRELTON DR,TURQUOISE ST,5150.0,5174.0,5151.0,5173.0,92109.0,73.0,149.8822,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,La Jolla,76.06,Satisfactory,LA JOLLA BL,WRELTON DR,TURQUOISE ST,LA JOLLA BL|TURQUOISE ST|WRELTON DR,9631.0,2013-11-07,10860.5,2.0,0.028386780303030306,273.39308109848486
23538,912521.0,SS-006377-PV1,CARMEL COUNTRY RD,CARMEL MISSION RD,CARMEL CREEK RD,12000.0,12348.0,12001.0,12349.0,92130.0,98.0,1910.1555,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Carmel Valley,66.7,Fair,CARMEL COUNTRY RD,CARMEL MISSION RD,CARMEL CREEK RD,CARMEL COUNTRY RD|CARMEL CREEK RD|CARMEL MISSION RD,9265.0,2015-08-26,9765.0,3.0,0.361771875,3351.8164218750003
19998,919457.0,SS-001136-PV1,47TH ST,IMPERIAL AV,CEREZA ST,100.0,148.0,101.0,149.0,92102.0,54.0,343.544,AC Improved,CL 2 LANE COLLECTOR,Encanto Neighborhoods,54.73,Poor,47TH ST,IMPERIAL AVE,CEREZA ST,47TH ST|CEREZA ST|IMPERIAL AVE,10719.0,2015-04-09,10469.666666666666,3.0,0.0650651515151515,697.433359090909
14820,910277.0,SS-026332-PV1,TEXAS ST,UNIVERSITY AV,LINCOLN AV,3900.0,3998.0,3901.0,3999.0,92104.0,52.0,687.9639,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,North Park,65.34,Fair,TEXAS ST,UNIVERSITY AVE,LINCOLN AVE,TEXAS ST|LINCOLN AVE|UNIVERSITY AVE,8244.0,2022-04-06,8078.666666666667,6.0,0.13029619318181818,1074.161816590909
5283,925165.0,SS-018419-PV1,MIRAMAR RD,BLACK MTN RD,KEARNY VILLA RD,9500.0,9698.0,9501.0,9699.0,92126.0,98.0,1075.0114,AC Improved,MJ SIX LANE URBAN MAJOR,Military Facilities,63.75,Fair,MIRAMAR RD,BLACK MTN RD,KEARNY VILLA RD,MIRAMAR RD|BLACK MTN RD|KEARNY VILLA RD,64382.0,2022-08-10,64427.0,7.0,0.20360064393939395,13108.216658106061
3873,924278.0,SS-011804-PV1,GALVIN AV,BLACK MTN RD,ICE SKATE PL,9300.0,9698.0,9301.0,9699.0,92126.0,64.0,955.0125,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Mira Mesa,80.44,Satisfactory,GALVIN AVE,BLACK MTN RD,ICE SKATE PL,GALVIN AVE|BLACK MTN RD|ICE SKATE PL,4014.0,2022-08-09,3577.285714285714,7.0,0.18087357954545455,726.0265482954545
12973,927450.0,SS-030142-PV1,BAJA DR,54TH ST,BAJA CT,5400.0,5544.0,5401.0,5543.0,92115.0,40.0,1261.2889,AC Improved,CL 2 LANE SUB-COLLECTOR,College Area,100.0,Good,BAJA DR,54TH ST,BAJA CT,BAJA DR|54TH ST|BAJA CT,1047.0,2014-03-27,2283.5,2.0,0.23888047348484848,250.10785573863635
14269,928269.0,SS-010543-PV1,EUCLID AV,ORANGE AV,TROJAN AV,4200.0,4298.0,4201.0,4299.0,92115.0,36.0,668.1078,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Mid-City: City Heights,81.46,Satisfactory,EUCLID AVE,ORANGE AVE,TROJAN AVE,EUCLID AVE|ORANGE AVE|TROJAN AVE,7532.0,2013-12-10,9753.5,2.0,0.1265355681818182,953.0658995454546
11207,909299.0,SS-023160-PV1,RIDGE MANOR AV,CYPRESS POINT RD,WANDERMERE DR,6400.0,6498.0,6401.0,6499.0,92120.0,36.0,699.0724,AC Improved,RES RESIDENTIAL LOCAL STREET,Navajo,94.2,Good,RIDGE MANOR AVE,CYPRESS POINT RD,WANDERMERE DR,RIDGE MANOR AVE|CYPRESS POINT RD|WANDERMERE DR,750.0,2010-07-08,750.0,1.0,0.13240007575757576,99.30005681818182
9412,908107.0,SS-026715-PV1,TOURMALINE ST,LA JOLLA BL,MISSION BL,700.0,798.0,701.0,799.0,92109.0,40.0,420.5566,AC Improved,RES RESIDENTIAL LOCAL STREET,Pacific Beach,32.93,Very Poor,TOURMALINE ST,LA JOLLA BL,MISSION BL,TOURMALINE ST|LA JOLLA BL|MISSION BL,544.0,2021-07-28,544.0,1.0,0.07965087121212121,43.330073939393934
2427,916273.0,SS-022310-PV1,POWAY RD,SABRE SPRINGS PY,CREEKVIEW DR,10900.0,11098.0,10901.0,11099.0,92128.0,80.0,1746.983,AC Improved,MJ SIX LANE URBAN MAJOR,Sabre Springs,74.66,Satisfactory,POWAY RD,SABRE SPRINGS PY,CREEKVIEW DR,POWAY RD|CREEKVIEW DR|SABRE SPRINGS PY,36252.0,2017-03-01,37929.75,4.0,0.3308679924242424,11994.626461363636
25715,913777.0,SS-011252-PV1,FLORIDA ST,HOWARD AV,EL CAJON BL,4200.0,4298.0,4201.0,4299.0,92104.0,40.0,448.0046,AC Improved,CL 2 LANE SUB-COLLECTOR,North Park,83.8,Satisfactory,FLORIDA ST,HOWARD AVE,EL CAJON BL,FLORIDA ST|EL CAJON BL|HOWARD AVE,4803.0,2014-03-05,4431.5,2.0,0.08484935606060606,407.5314571590909
24768,913350.0,SS-020667-PV1,ORCUTT AV,GLENROY ST,WARING RD,5150.0,5198.0,5151.0,5199.0,92120.0,40.0,296.7115,AC Improved,CL 2 LANE SUB-COLLECTOR,Navajo,86.73,Good,ORCUTT AVE,GLENROY ST,WARING RD,ORCUTT AVE|GLENROY ST|WARING RD,4249.0,2018-05-23,4329.6,5.0,0.05619535984848485,238.77408399621214
28004,922230.0,SS-030753-PV1,CATALINA BL,TALBOT ST,HILL ST,970.0,998.0,971.0,999.0,92106.0,60.0,374.2525,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Peninsula,84.6,Satisfactory,CATALINA BL,TALBOT ST,HILL ST,CATALINA BL|HILL ST|TALBOT ST,17816.0,2016-06-30,15614.0,5.0,0.0708811553030303,1262.8186628787878
2434,904372.0,SS-006348-PV1,CARMEL CANYON RD,CARMEL COUNTRY RD,CARMEL KNOLLS DR,12500.0,12758.0,12501.0,12759.0,92130.0,60.0,2022.4447,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Carmel Valley,73.92,Satisfactory,CARMEL CANYON RD,CARMEL COUNTRY RD,CARMEL KNOLLS DR,CARMEL CANYON RD|CARMEL COUNTRY RD|CARMEL KNOLLS DR,14603.0,2019-11-05,14603.0,1.0,0.3830387689393939,5593.51514282197
24236,931020.0,SS-007270-PV1,CLAIREMONT DR,BALBOA AV,CHIPPEWA CT,3900.0,3998.0,3901.0,3999.0,92117.0,75.0,690.059,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Clairemont Mesa,61.9,Fair,CLAIREMONT DR,BALBOA AVE,CHIPPEWA CT,CLAIREMONT DR|BALBOA AVE|CHIPPEWA CT,17327.0,2019-11-05,20154.666666666668,6.0,0.13069299242424243,2264.5174797348486
23697,921181.0,SS-014241-PV1,IRONWOOD RD,TUDOR ST,COURTYARD DR,10930.0,11048.0,10931.0,11049.0,92131.0,40.0,813.5807,AC Improved,CL 2 LANE SUB-COLLECTOR,Scripps Miramar Ranch,64.49,Fair,IRONWOOD RD,TUDOR ST,COURTYARD DR,IRONWOOD RD|COURTYARD DR|TUDOR ST,3652.0,2020-02-26,3652.0,1.0,0.1540872537878788,562.7266508333333
26209,921418.0,SS-013915-PV1,HYACINTH DR,AZALEA DR,LOTUS DR,3605.0,3619.0,3604.0,3618.0,92106.0,34.0,363.3515,AC Improved,CL 2 LANE SUB-COLLECTOR,Peninsula,95.62,Good,HYACINTH DR,AZALEA DR,LOTUS DR,HYACINTH DR|AZALEA DR|LOTUS DR,2561.0,2021-12-07,2305.0,3.0,0.06881657196969697,176.23924081439392
5473,904740.0,SS-027972-PV1,VILLA LA JOLLA DR,HOLIDAY CT,LA JOLLA VILLAGE DR,8930.0,8998.0,8931.0,8999.0,92037.0,78.0,505.0247,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,University,52.04,Poor,VILLA LA JOLLA DR,HOLIDAY CT,LA JOLLA VILLAGE DR,VILLA LA JOLLA DR|HOLIDAY CT|LA JOLLA VILLAGE DR,24465.0,2015-07-21,26261.6,5.0,0.09564861742424242,2340.043425284091
5485,904752.0,SS-011996-PV1,GENESEE AV,ESPLANADE CT,LA JOLLA VILLAGE DR,8700.0,8998.0,8701.0,8999.0,92122.0,75.0,985.0995,AC Improved,MJ SIX LANE URBAN MAJOR,University,81.26,Satisfactory,GENESEE AVE,ESPLANADE CT,LA JOLLA VILLAGE DR,GENESEE AVE|ESPLANADE CT|LA JOLLA VILLAGE DR,29464.0,2015-10-01,27129.25,8.0,0.186571875,5497.153725
7446,925403.0,SS-007297-PV1,CLAIREMONT MESA BL,MORAGA AV,POCAHONTAS AV,3400.0,3598.0,3401.0,3599.0,92117.0,82.0,1426.7628,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Clairemont Mesa,46.74,Poor,CLAIREMONT MESA BL,MORAGA AVE,POCAHONTAS AVE,CLAIREMONT MESA BL|MORAGA AVE|POCAHONTAS AVE,14480.0,2014-05-20,17148.333333333332,3.0,0.27022022727272726,3912.7888909090907
6012,905260.0,SS-022370-PV1,PRINCESS ST,TORREY PINES RD,SPINDRIFT DR,7900.0,7948.0,7901.0,7949.0,92037.0,30.0,344.0611,AC Improved,RES RESIDENTIAL LOCAL STREET,La Jolla,94.2,Good,PRINCESS ST,TORREY PINES RD,SPINDRIFT DR,PRINCESS ST|SPINDRIFT DR|TORREY PINES RD,701.0,2013-10-24,1310.5,2.0,0.06516308712121212,45.679324071969695
21931,911321.0,SS-021037-PV1,PALM (SB) AV,GRISSOM ST,NORSTAD AV,3630.0,3698.0,3631.0,3699.0,92154.0,65.0,425.0104,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Otay Mesa-Nestor,75.65,Satisfactory,PALM AVE,GRISSOM ST,NORSTAD AVE,PALM AVE|GRISSOM ST|NORSTAD AVE,18317.0,2012-04-10,19333.5,2.0,0.08049439393939394,1474.4158137878787
