"objectid","zone_name","imp_date","ordnum"
"1198","RS-1-1","2006-02-28","R-301263"
"1199","RS-1-1","2006-02-28","R-301263"
"1200","RS-1-1","2006-02-28","R-301263"
"1201","RS-1-1","2006-02-28","R-301263"
"1202","RS-1-1","2006-02-28","R-301263"
"1203","RS-1-1","2006-02-28","R-301263"
"1204","RS-1-8","2006-02-28","R-301263"
"1205","RS-1-8","2006-02-28","R-301263"
"1206","RS-1-1","2006-02-28","R-301263"
"1207","RS-1-8","2006-02-28","R-301263"
"1208","RS-1-1","2006-02-28","R-301263"
"1209","RS-1-1","2006-02-28","R-301263"
"1210","RS-1-1","2006-02-28","R-301263"
"1211","RS-1-1","2006-02-28","R-301263"
"1212","RS-1-1","2006-02-28","R-301263"
"1213","RS-1-1","2006-02-28","R-301263"
"1214","RS-1-1","2006-02-28","R-301263"
"1215","RS-1-1","2006-02-28","R-301263"
"1216","RS-1-10","2006-02-28","R-301263"
"1217","RS-1-10","2006-02-28","R-301263"
"1218","RS-1-11","2006-02-28","R-301263"
"1219","RS-1-11","2006-02-28","R-301263"
"1220","RS-1-11","2006-02-28","R-301263"
"1221","RS-1-11","2006-02-28","R-301263"
"1222","RS-1-12","2006-02-28","R-301263"
"1223","RS-1-12","2006-02-28","R-301263"
"1224","RS-1-12","2006-02-28","R-301263"
"1225","RS-1-12","2006-02-28","R-301263"
"1226","RS-1-12","2006-02-28","R-301263"
"1227","RS-1-13","2006-02-28","R-301263"
"1228","RS-1-13","2006-02-28","R-301263"
"1229","RS-1-13","2006-02-28","R-301263"
"1230","RS-1-13","2006-02-28","R-301263"
"1231","RS-1-13","2006-02-28","R-301263"
"1232","RS-1-13","2006-02-28","R-301263"
"1233","RS-1-13","2006-02-28","R-301263"
"1234","RS-1-13","2006-02-28","R-301263"
"1235","RS-1-13","2006-02-28","R-301263"
"1236","RS-1-13","2006-02-28","R-301263"
"1237","RS-1-13","2006-02-28","R-301263"
"1238","RS-1-13","2006-02-28","R-301263"
"1239","RS-1-13","2006-02-28","R-301263"
"1240","RS-1-13","2006-02-28","R-301263"
"1241","RS-1-13","2006-02-28","R-301263"
"1242","RS-1-13","2006-02-28","R-301263"
"1243","RS-1-13","2006-02-28","R-301263"
"1244","RS-1-13","2006-02-28","R-301263"
"1245","RS-1-14","2006-02-28","R-301263"
"1246","RS-1-14","2006-02-28","R-301263"
"1247","RS-1-14","2006-02-28","R-301263"
"1248","RS-1-14","2006-02-28","R-301263"
"1249","RS-1-14","2006-02-28","R-301263"
"1250","RS-1-14","2006-02-28","R-301263"
"1251","RS-1-14","2006-02-28","R-301263"
"1252","RS-1-14","2006-02-28","R-301263"
"1253","RS-1-14","2006-02-28","R-301263"
"1254","RS-1-14","2006-02-28","R-301263"
"1255","RS-1-14","2006-02-28","R-301263"
"1256","RS-1-14","2006-02-28","R-301263"
"1257","RS-1-14","2006-02-28","R-301263"
"1258","RS-1-14","2006-02-28","R-301263"
"1259","RS-1-14","2006-02-28","R-301263"
"1260","RS-1-14","2006-02-28","R-301263"
"1261","RS-1-14","2006-02-28","R-301263"
"1262","RS-1-14","2006-02-28","R-301263"
"1263","RS-1-14","2006-02-28","R-301263"
"1264","RS-1-14","2006-02-28","R-301263"
"1265","RS-1-14","2006-02-28","R-301263"
"1266","RS-1-14","2006-02-28","R-301263"
"1267","RS-1-14","2006-02-28","R-301263"
"1268","RS-1-14","2006-02-28","R-301263"
"1269","RS-1-14","2006-02-28","R-301263"
"1270","RS-1-14","2006-02-28","R-301263"
"1271","RS-1-14","2006-02-28","R-301263"
"1272","RS-1-14","2006-02-28","R-301263"
"1273","RS-1-14","2006-02-28","R-301263"
"1274","RS-1-14","2006-02-28","R-301263"
"1275","RS-1-14","2006-02-28","R-301263"
"1276","RS-1-14","2006-02-28","R-301263"
"1277","RS-1-14","2006-02-28","R-301263"
"1278","RS-1-14","2006-02-28","R-301263"
"1279","RS-1-14","2006-02-28","R-301263"
"1280","RS-1-14","2006-02-28","R-301263"
"1281","RS-1-14","2006-02-28","R-301263"
"1282","RS-1-14","2006-02-28","R-301263"
"1283","RS-1-14","2006-02-28","R-301263"
"1284","RS-1-14","2006-02-28","R-301263"
"1285","RS-1-14","2006-02-28","R-301263"
"1286","RS-1-14","2006-02-28","R-301263"
"1287","RS-1-14","2006-02-28","R-301263"
"1288","RS-1-14","2006-02-28","R-301263"
"1289","RS-1-14","2006-02-28","R-301263"
"1290","RS-1-14","2006-02-28","R-301263"
"1291","RS-1-2","2006-02-28","R-301263"
"1292","RS-1-2","2006-02-28","R-301263"
"1293","RS-1-2","2006-02-28","R-301263"
"1294","RS-1-2","2006-02-28","R-301263"
"1295","RS-1-2","2006-02-28","R-301263"
"1296","RS-1-2","2006-02-28","R-301263"
"1297","RS-1-2","2006-02-28","R-301263"
"1298","RS-1-2","2006-02-28","R-301263"
"1299","RS-1-2","2006-02-28","R-301263"
"1300","RS-1-2","2006-02-28","R-301263"
"1301","RS-1-2","2006-02-28","R-301263"
"1302","RS-1-2","2006-02-28","R-301263"
"1303","RS-1-2","2006-02-28","R-301263"
"1304","RS-1-2","2006-02-28","R-301263"
"1305","RS-1-2","2006-02-28","R-301263"
"1306","RS-1-2","2006-02-28","R-301263"
"1307","RS-1-2","2006-02-28","R-301263"
"1308","RS-1-2","2006-02-28","R-301263"
"1309","RS-1-2","2006-02-28","R-301263"
"1310","RS-1-2","2006-02-28","R-301263"
"1311","RS-1-3","2006-02-28","R-301263"
"1312","RS-1-3","2006-02-28","R-301263"
"1313","RS-1-3","2006-02-28","R-301263"
"1314","RS-1-3","2006-02-28","R-301263"
"1315","RS-1-3","2006-02-28","R-301263"
"1316","RS-1-3","2006-02-28","R-301263"
"1317","RS-1-3","2006-02-28","R-301263"
"1318","RS-1-3","2006-02-28","R-301263"
"1319","RS-1-3","2006-02-28","R-301263"
"1320","RS-1-3","2006-02-28","R-301263"
"1321","RS-1-3","2006-02-28","R-301263"
"1322","RS-1-3","2006-02-28","R-301263"
"1323","RS-1-3","2006-02-28","R-301263"
"1324","RS-1-3","2006-02-28","R-301263"
"1325","RS-1-3","2006-02-28","R-301263"
"1326","RS-1-3","2006-02-28","R-301263"
"1327","RS-1-3","2006-02-28","R-301263"
"1328","RS-1-3","2006-02-28","R-301263"
"1329","RS-1-3","2006-02-28","R-301263"
"1330","RS-1-3","2006-02-28","R-301263"
"1331","RS-1-3","2006-02-28","R-301263"
"1332","RS-1-4","2006-02-28","R-301263"
"1333","RS-1-4","2006-02-28","R-301263"
"1334","RS-1-4","2006-02-28","R-301263"
"1335","RS-1-4","2006-02-28","R-301263"
"1336","RS-1-4","2006-02-28","R-301263"
"1337","RS-1-4","2006-02-28","R-301263"
"1338","RS-1-4","2006-02-28","R-301263"
"1339","RS-1-4","2006-02-28","R-301263"
"1340","RS-1-4","2006-02-28","R-301263"
"1341","RS-1-4","2006-02-28","R-301263"
"1342","RS-1-4","2006-02-28","R-301263"
"1343","RS-1-4","2006-02-28","R-301263"
"1344","RS-1-4","2006-02-28","R-301263"
"1345","RS-1-4","2006-02-28","R-301263"
"1346","RS-1-4","2006-02-28","R-301263"
"1347","RS-1-4","2006-02-28","R-301263"
"1348","RS-1-4","2006-02-28","R-301263"
"1349","RS-1-4","2006-02-28","R-301263"
"1350","RS-1-4","2006-02-28","R-301263"
"1351","RS-1-4","2006-02-28","R-301263"
"1352","RS-1-4","2006-02-28","R-301263"
"1353","RS-1-4","2006-02-28","R-301263"
"1354","RS-1-4","2006-02-28","R-301263"
"1355","RS-1-4","2006-02-28","R-301263"
"1356","RS-1-4","2006-02-28","R-301263"
"1357","RS-1-4","2006-02-28","R-301263"
"1358","RS-1-4","2006-02-28","R-301263"
"1359","RS-1-4","2006-02-28","R-301263"
"1360","RS-1-4","2006-02-28","R-301263"
"1361","RS-1-4","2006-02-28","R-301263"
"1362","RS-1-4","2006-02-28","R-301263"
"1363","RS-1-4","2006-02-28","R-301263"
"1364","RS-1-4","2006-02-28","R-301263"
"1365","RS-1-4","2006-02-28","R-301263"
"1366","RS-1-4","2006-02-28","R-301263"
"1367","RS-1-4","2006-02-28","R-301263"
"1368","RS-1-4","2006-02-28","R-301263"
"1369","RS-1-4","2006-02-28","R-301263"
"1370","RS-1-4","2006-02-28","R-301263"
"1371","RS-1-5","2006-02-28","R-301263"
"1372","RS-1-5","2006-02-28","R-301263"
"1373","RS-1-5","2006-02-28","R-301263"
"1374","RS-1-5","2006-02-28","R-301263"
"1375","RS-1-5","2006-02-28","R-301263"
"1376","RS-1-5","2006-02-28","R-301263"
"1377","RS-1-5","2006-02-28","R-301263"
"1378","RS-1-5","2006-02-28","R-301263"
"1379","RS-1-5","2006-02-28","R-301263"
"1380","RS-1-5","2006-02-28","R-301263"
"1381","RS-1-6","2006-02-28","R-301263"
"1382","RS-1-6","2006-02-28","R-301263"
"1383","RS-1-7","2006-02-28","R-301263"
"1384","RS-1-7","2006-02-28","R-301263"
"1385","RS-1-7","2006-02-28","R-301263"
"1386","RS-1-7","2006-02-28","R-301263"
"1387","RS-1-7","2006-02-28","R-301263"
"1388","RS-1-7","2006-02-28","R-301263"
"1389","RS-1-7","2006-02-28","R-301263"
"1390","RS-1-7","2006-02-28","R-301263"
"1391","RS-1-7","2006-02-28","R-301263"
"1392","RS-1-7","2006-02-28","R-301263"
"1393","RS-1-7","2006-02-28","R-301263"
"1394","RS-1-7","2006-02-28","R-301263"
"1395","RS-1-7","2006-02-28","R-301263"
"1396","RS-1-7","2006-02-28","R-301263"
"1397","RS-1-7","2006-02-28","R-301263"
"1398","RS-1-7","2006-02-28","R-301263"
"1399","RS-1-7","2006-02-28","R-301263"
"1400","RS-1-7","2006-02-28","R-301263"
"1401","RS-1-7","2006-02-28","R-301263"
"1402","RS-1-7","2006-02-28","R-301263"
"1403","RS-1-7","2006-02-28","R-301263"
"1404","RS-1-7","2006-02-28","R-301263"
"1405","RS-1-7","2006-02-28","R-301263"
"1406","RS-1-7","2006-02-28","R-301263"
"1407","RS-1-7","2006-02-28","R-301263"
"1408","RS-1-7","2006-02-28","R-301263"
"1409","RS-1-7","2006-02-28","R-301263"
"1410","RS-1-7","2006-02-28","R-301263"
"1411","RS-1-7","2006-02-28","R-301263"
"1412","RS-1-7","2006-02-28","R-301263"
"1413","RS-1-7","2006-02-28","R-301263"
"1414","RS-1-7","2006-02-28","R-301263"
"1415","RS-1-7","2006-02-28","R-301263"
"1416","RS-1-7","2006-02-28","R-301263"
"1417","RS-1-7","2006-02-28","R-301263"
"1418","RS-1-7","2006-02-28","R-301263"
"1419","RS-1-7","2006-02-28","R-301263"
"1420","RS-1-7","2006-02-28","R-301263"
"1421","RS-1-7","2006-02-28","R-301263"
"1422","RS-1-7","2006-02-28","R-301263"
"1423","RS-1-7","2006-02-28","R-301263"
"1424","RS-1-7","2006-02-28","R-301263"
"1425","RS-1-7","2006-02-28","R-301263"
"1426","RS-1-7","2006-02-28","R-301263"
"1427","RS-1-7","2006-02-28","R-301263"
"1428","RS-1-7","2006-02-28","R-301263"
"1429","RS-1-7","2006-02-28","R-301263"
"1430","RS-1-7","2006-02-28","R-301263"
"1431","RS-1-14","2006-02-28","R-301263"
"1432","RS-1-14","2006-02-28","R-301263"
"1433","RS-1-14","2006-02-28","R-301263"
"1434","RS-1-7","2006-02-28","R-301263"
"1435","RS-1-7","2006-02-28","R-301263"
"1436","RS-1-7","2006-02-28","R-301263"
"1437","RS-1-7","2006-02-28","R-301263"
"1438","RS-1-7","2006-02-28","R-301263"
"1439","RS-1-7","2006-02-28","R-301263"
"1440","RS-1-7","2006-02-28","R-301263"
"1441","RS-1-7","2006-02-28","R-301263"
"1442","RS-1-7","2006-02-28","R-301263"
"1443","RS-1-7","2006-02-28","R-301263"
"1444","RS-1-7","2006-02-28","R-301263"
"1445","RS-1-7","2006-02-28","R-301263"
"1446","RS-1-7","2006-02-28","R-301263"
"1447","RS-1-7","2006-02-28","R-301263"
"1448","RS-1-7","2006-02-28","R-301263"
"1449","RS-1-8","2006-02-28","R-301263"
"1450","RS-1-8","2006-02-28","R-301263"
"1451","RS-1-8","2006-02-28","R-301263"
"1452","RS-1-8","2006-02-28","R-301263"
"1453","RS-1-8","2006-02-28","R-301263"
"1454","RS-1-8","2006-02-28","R-301263"
"1455","RS-1-8","2006-02-28","R-301263"
"1456","AR-1-1","2006-02-28","R-301263"
"1457","RS-1-9","2006-02-28","R-301263"
"1458","RS-1-9","2006-02-28","R-301263"
"1459","RS-1-9","2006-02-28","R-301263"
"1460","RT-1-2","2006-02-28","R-301263"
"1461","RT-1-2","2006-02-28","R-301263"
"1462","RT-1-4","2006-02-28","R-301263"
"1463","RX-1-1","2006-02-28","R-301263"
"1464","RX-1-1","2006-02-28","R-301263"
"1465","RX-1-1","2006-02-28","R-301263"
"1466","RX-1-2","2006-02-28","R-301263"
"1467","RX-1-2","2006-02-28","R-301263"
"1468","RX-1-2","2006-02-28","R-301263"
"1469","RX-1-2","2006-02-28","R-301263"
"1470","UNZONED","2006-02-28","R-301263"
"1471","UNZONED","2006-02-28","R-301263"
"1472","CC-1-2","2006-04-20","O-19470 NS"
"1473","RM-2-5","2006-04-20","O-19470 NS"
"1474","CCPD-OS","2006-05-03","O-19471 NS"
"1475","CCPD-OS","2006-05-03","O-19471 NS"
"1476","CCPD-RE","2006-05-03","O-19471 NS"
"1477","CCPD-RE","2006-05-03","O-19471 NS"
"1478","CCPD-OS","2006-05-03","O-19471 NS"
"1479","CCPD-OS","2006-05-03","O-19471 NS"
"1480","CCPD-ER","2006-05-03","O-19471 NS"
"1481","CCPD-CORE","2006-05-03","O-19471 NS"
"1482","CCPD-PC","2006-05-03","O-19471 NS"
"1483","CCPD-CORE","2006-05-03","O-19471 NS"
"1484","CCPD-CORE","2006-05-03","O-19471 NS"
"1485","CCPD-ER","2006-05-03","O-19471 NS"
"1486","CCPD-MC","2006-05-03","O-19471 NS"
"1487","UNZONED","2006-05-03","O-19471 NS"
"1488","CCPD-OS","2006-05-03","O-19471 NS"
"1489","CCPD-OS","2006-05-03","O-19471 NS"
"1490","CCPD-OS","2006-05-03","O-19471 NS"
"1491","CCPD-OS","2006-05-03","O-19471 NS"
"1492","CCPD-OS","2006-05-03","O-19471 NS"
"1493","CCPD-OS","2006-05-03","O-19471 NS"
"1494","CCPD-OS","2006-05-03","O-19471 NS"
"1495","CCPD-OS","2006-05-03","O-19471 NS"
"1496","CCPD-OS","2006-05-03","O-19471 NS"
"1497","CCPD-OS","2006-05-03","O-19471 NS"
"1498","CCPD-OS","2006-05-03","O-19471 NS"
"1499","CCPD-PC","2006-05-03","O-19471 NS"
"1500","CCPD-OS","2006-05-03","O-19471 NS"
"1501","CCPD-NC","2006-05-03","O-19471 NS"
"1502","CCPD-NC","2006-05-03","O-19471 NS"
"1503","CCPD-OS","2006-05-03","O-19471 NS"
"1504","CCPD-NC","2006-05-03","O-19471 NS"
"1505","AR-1-2","2006-02-28","R-301263"
"1506","CCPD-ER","2006-05-03","O-19471 NS"
"1507","CCPD-NC","2006-05-03","O-19471 NS"
"1508","CCPD-NC","2006-05-03","O-19471 NS"
"1509","CCPD-RE","2006-05-03","O-19471 NS"
"1510","CCPD-ER","2006-05-03","O-19471 NS"
"1511","CCPD-RE","2006-05-03","O-19471 NS"
"1512","CCPD-ER","2006-05-03","O-19471 NS"
"1513","CCPD-NC","2006-05-03","O-19471 NS"
"1514","CCPD-ER","2006-05-03","O-19471 NS"
"1515","CCPD-RE","2006-05-03","O-19471 NS"
"1516","CCPD-OS","2006-05-03","O-19471 NS"
"1517","UNZONED","2006-05-03","O-19471 NS"
"1518","CCPD-OS","2006-05-03","O-19471 NS"
"1519","CO-1-2","2006-06-01","O-19488 NS"
"1520","CCPD-ER","2006-05-03","O-19471 NS"
"1521","CCPD-NC","2006-05-03","O-19471 NS"
"1522","CCPD-MC","2006-05-03","O-19471 NS"
"1523","CCPD-RE","2006-05-03","O-19471 NS"
"1524","CCPD-ER","2006-05-03","O-19471 NS"
"1525","CCPD-NC","2006-05-03","O-19471 NS"
"1526","CCPD-BP","2006-05-03","O-19471 NS"
"1527","RS-1-14","2006-08-31","O-19529 NS"
"1528","OC-1-1","2006-08-31","O-19529 NS"
"1529","AR-1-1","2006-02-28","R-301263"
"1530","RS-1-14","2006-08-31","O-19529 NS"
"1531","LJPD-4","2006-02-28","R-301263"
"1532","LJPD-4","2006-02-28","R-301263"
"1533","AR-1-1","2006-02-28","R-301263"
"1534","AR-1-1","2006-02-28","R-301263"
"1535","AR-1-1","2006-02-28","R-301263"
"1536","AR-1-1","2006-02-28","R-301263"
"1537","AR-1-1","2006-02-28","R-301263"
"1538","AR-1-1","2006-02-28","R-301263"
"1539","OP-2-1","2006-02-28","R-301263"
"1540","OP-1-1","2006-02-28","R-301263"
"1541","RS-1-14","2006-02-28","R-301263"
"1542","IP-2-1","2006-02-28","R-301263"
"1543","RM-2-5","2006-02-28","R-301263"
"1544","AR-1-1","2006-02-28","R-301263"
"1545","CC-4-2","2007-10-05","O-19608 NS"
"1546","CC-4-2","2006-02-28","R-301263"
"1547","LJPD-1A","2006-02-28","R-301263"
"1548","LJPD-2","2006-02-28","R-301263"
"1549","LJPD-5","2006-02-28","R-301263"
"1550","OP-2-1","2006-02-28","R-301263"
"1551","RS-1-4","2006-02-28","R-301263"
"1552","RS-1-1","2006-02-28","R-301263"
"1553","OP-1-1","2006-02-28","R-301263"
"1554","LJPD-1","2006-02-28","R-301263"
"1555","RM-3-7","2006-02-28","R-301263"
"1556","RM-1-1","2006-02-28","R-301263"
"1557","RM-1-1","2006-02-28","R-301263"
"1558","RS-1-12","2007-12-13","O-19553 NS"
"1559","RS-1-12","2007-12-13","O-19553 NS"
"1560","OP-1-1","2007-12-13","O-19553 NS"
"1561","RS-1-9","2006-02-28","R-301263"
"1562","RM-3-7","2006-08-31","O-19419 NS"
"1563","CC-1-3","2006-02-28","R-301263"
"1564","RM-3-7","2006-02-28","R-301263"
"1565","RM-2-4","2007-03-19","O-19499 NS"
"1566","CC-1-1","2008-08-07","O-19768 NS"
"1567","OP-2-1","2008-08-12","O-19758 NS"
"1568","OP-2-1","2008-08-12","O-19758 NS"
"1569","OR-1-1","2008-11-06","O-19789 NS"
"1570","OR-1-1","2008-11-06","O-19789 NS"
"1571","RM-3-8","2008-11-06","O-19789 NS"
"1572","RM-2-5","2006-02-28","R-301263"
"1573","IL-2-1","2009-02-05","O-19823 NS"
"1574","IL-2-1","2009-02-05","O-19823 NS"
"1575","RM-2-4","2009-02-05","O-19823 NS"
"1576","RS-1-13","2009-04-02","O-19835 NS"
"1577","RM-3-7","2006-02-28","R-301263"
"1578","CN-1-1","2009-06-11","O-19858 NS"
"1579","RM-1-1","2009-06-11","O-19858 NS"
"1580","OC-1-1","2006-01-13","O-19400 NS"
"1581","CVPD-OS","2006-02-28","R-301263"
"1582","CVPD-OS","2006-02-28","R-301263"
"1583","AR-1-1","2006-02-28","R-301263"
"1584","AR-1-2","2006-02-28","R-301263"
"1585","AR-1-2","2006-02-28","R-301263"
"1586","OC-1-1","2006-02-28","R-301263"
"1587","CVPD-OS","2006-02-28","R-301263"
"1588","CVPD-SF2","2006-02-28","R-301263"
"1589","RS-1-1","2006-02-28","R-301263"
"1590","RS-1-1","2006-02-28","R-301263"
"1591","RS-1-7","2006-02-28","R-301263"
"1592","RM-2-5","2006-02-28","R-301263"
"1593","RM-2-4","2006-02-28","R-301263"
"1594","RM-1-1","2006-02-28","R-301263"
"1595","RM-2-5","2006-02-28","R-301263"
"1596","RM-2-6","2012-10-18","O-20191 NS"
"1597","RM-1-1","2006-02-28","R-301263"
"1598","RS-1-14","2006-02-28","R-301263"
"1599","RM-2-5","2006-02-28","R-301263"
"1600","RS-1-14","2006-02-28","R-301263"
"1601","CC-3-5","2010-12-09","O-20005 NS"
"1602","RM-4-10","2012-11-15","O-20208 NS"
"1603","OC-1-1","2012-11-15","O-20208 NS"
"1604","OP-2-1","2012-11-15","O-20208 NS"
"1605","RM-3-9","2012-11-15","O-20208 NS"
"1606","RM-4-10","2012-11-15","O-20208 NS"
"1607","RS-1-14","2006-02-28","R-301263"
"1608","RM-1-1","2006-11-23","O-19551 NS"
"1609","RS-1-14","2006-02-28","R-301263"
"1610","CO-1-2","2006-02-28","R-301263"
"1611","RS-1-14","2006-02-28","R-301263"
"1612","RS-1-8","2006-02-28","R-301263"
"1613","CC-1-3","2011-10-12","O-20087 NS"
"1614","CC-1-3","2006-02-28","R-301263"
"1615","CN-1-2","2006-02-28","R-301263"
"1616","RS-1-14","2006-02-28","R-301263"
"1617","RM-1-1","2006-02-28","R-301263"
"1618","CN-1-2","2006-02-28","R-301263"
"1619","RS-1-8","2006-02-28","R-301263"
"1620","RS-1-14","2006-02-28","R-301263"
"1621","CC-1-3","2006-02-28","R-301263"
"1622","RS-1-14","2006-02-28","R-301263"
"1623","IH-2-1","2012-11-01","O-20199 NS"
"1624","RS-1-8","2006-02-28","R-301263"
"1625","CVPD-MF2","2006-02-28","R-301263"
"1626","RS-1-14","2006-01-13","O-19400 NS"
"1627","CVPD-OS","2007-12-15","O-19548 NS"
"1628","CVPD-MF3","2007-12-15","O-19548 NS"
"1629","CVPD-NC","2006-02-28","R-301263"
"1630","CVPD-MF3","2012-10-11","O-20044 NS"
"1631","CVPD-MF3","2007-12-15","O-19548 NS"
"1632","CVPD-OS","2006-02-28","R-301263"
"1633","CVPD-OS","2006-02-28","R-301263"
"1634","CVPD-OS","2007-12-15","O-19548 NS"
"1635","CVPD-OS","2006-02-28","R-301263"
"1636","CC-1-1","2010-04-08","O-19938 NS"
"1637","RS-1-14","2006-02-28","R-301263"
"1638","RS-1-14","2006-02-28","R-301263"
"1639","RS-1-14","2006-02-28","R-301263"
"1640","RM-1-1","2006-02-28","R-301263"
"1641","CN-1-2","2006-02-28","R-301263"
"1642","RM-1-3","2006-02-28","R-301263"
"1643","RM-1-1","2006-02-28","R-301263"
"1644","RS-1-8","2006-02-28","R-301263"
"1645","CV-1-1","2006-02-28","R-301263"
"1646","RS-1-8","2006-02-28","R-301263"
"1647","RM-2-6","2009-07-02","O-19868 NS"
"1648","RX-1-2","2006-02-28","R-301263"
"1649","RX-1-2","2006-02-28","R-301263"
"1650","RX-1-2","2006-02-28","R-301263"
"1651","OR-1-1","2006-02-28","R-301263"
"1652","RX-1-2","2006-02-28","R-301263"
"1653","RM-2-6","2009-07-02","O-19868 NS"
"1654","RS-1-14","2006-02-28","R-301263"
"1655","OR-1-1","2009-07-02","O-19868 NS"
"1656","OP-1-1","2006-02-28","R-301263"
"1657","RS-1-14","2006-02-28","R-301263"
"1658","RM-2-6","2009-07-02","O-19868 NS"
"1659","RM-1-3","2009-07-02","O-19868 NS"
"1660","CC-4-5","2009-07-02","O-19868 NS"
"1661","RX-1-2","2009-07-02","O-19868 NS"
"1662","RS-1-8","2006-02-28","R-301263"
"1663","CC-3-5","2009-07-02","O-19868 NS"
"1664","RX-1-2","2006-02-28","R-301263"
"1665","CC-4-5","2009-07-02","O-19868 NS"
"1666","CC-1-3","2006-02-28","R-301263"
"1667","RS-1-11","2006-02-28","R-301263"
"1668","RM-2-6","2006-02-28","R-301263"
"1669","CC-1-3","2006-02-28","R-301263"
"1670","RM-3-7","2013-04-11","O-20245 NS"
"1671","OP-1-1","2006-02-28","R-301263"
"1672","RM-3-7","2013-12-21","O-20320 NS"
"1673","OC-1-1","2014-05-11","O-20362 NS"
"1674","IBT-1-1","2014-05-11","O-20362 NS"
"1675","IH-1-1","2014-05-11","O-20362 NS"
"1676","IL-3-1","2014-05-11","O-20362 NS"
"1677","OC-1-1","2014-05-11","O-20362 NS"
"1678","IL-2-1","2014-05-11","O-20362 NS"
"1679","IBT-1-1","2014-05-11","O-20362 NS"
"1680","OC-1-1","2014-05-11","O-20362 NS"
"1681","AR-1-1","2014-05-11","O-20362 NS"
"1682","IBT-1-1","2014-05-11","O-20362 NS"
"1683","IL-3-1","2014-05-11","O-20362 NS"
"1684","IP-1-1","2014-05-11","O-20362 NS"
"1685","IP-1-1","2014-05-11","O-20362 NS"
"1686","IP-3-1","2014-05-11","O-20362 NS"
"1687","AR-1-1","2014-05-11","O-20362 NS"
"1688","AR-1-1","2014-05-11","O-20362 NS"
"1689","IP-1-1","2014-05-11","O-20362 NS"
"1690","IL-2-1","2014-05-11","O-20362 NS"
"1691","IL-3-1","2014-05-11","O-20362 NS"
"1692","IL-3-1","2014-05-11","O-20362 NS"
"1693","IBT-1-1","2014-05-11","O-20362 NS"
"1694","CC-3-6","2023-06-06","O-21658"
"1695","OC-1-1","2014-05-11","O-20362 NS"
"1696","IH-1-1","2014-05-11","O-20362 NS"
"1697","OC-1-1","2014-05-11","O-20362 NS"
"1698","OC-1-1","2014-05-11","O-20362 NS"
"1699","IL-2-1","2014-05-11","O-20362 NS"
"1700","IH-1-1","2014-05-11","O-20362 NS"
"1701","IL-2-1","2014-05-11","O-20362 NS"
"1702","OC-1-1","2014-05-11","O-20362 NS"
"1703","AR-1-1","2006-02-28","R-301263"
"1704","AR-1-1","2006-02-28","R-301263"
"1705","RS-1-14","2006-02-28","R-301263"
"1706","RX-1-2","2006-02-28","R-301263"
"1707","RT-1-2","2006-02-28","R-301263"
"1708","RM-1-2","2015-07-02","O-20499 NS"
"1709","AR-1-1","2015-07-02","O-20499 NS"
"1710","RM-1-2","2015-07-02","O-20499 NS"
"1711","AR-1-1","2015-07-02","O-20499 NS"
"1712","RM-1-2","2015-07-02","O-20499 NS"
"1713","AR-1-1","2015-07-02","O-20499 NS"
"1714","AR-1-1","2015-07-02","O-20499 NS"
"1715","RS-1-14","2006-02-28","R-301263"
"1716","AR-1-1","2006-02-28","R-301263"
"1717","AR-1-1","2006-02-28","R-301263"
"1718","AR-1-1","2006-02-28","R-301263"
"1719","AR-1-1","2006-02-28","R-301263"
"1720","RM-2-5","2015-07-31","O-20502 NS"
"1721","CC-2-3","2014-05-11","O-20362 NS"
"1722","IBT-1-1","2014-05-11","O-20362 NS"
"1723","OC-1-1","2014-05-11","O-20362 NS"
"1724","IBT-1-1","2015-07-31","O-20503 NS"
"1725","IBT-1-1","2015-07-31","O-20503 NS"
"1726","OC-1-1","2014-05-11","O-20362 NS"
"1727","RS-1-14","2006-02-28","R-301263"
"1728","AR-1-1","2006-02-28","R-301263"
"1729","CC-1-3","2006-02-28","R-301263"
"1730","RM-2-5","2022-12-06","O-21589"
"1731","CC-1-3","2006-02-28","R-301263"
"1732","RM-3-7","2006-02-28","R-301263"
"1733","CC-2-3","2015-07-31","O-20504 NS"
"1734","RM-3-7","2006-02-28","R-301263"
"1735","IL-2-1","2014-05-11","O-20362 NS"
"1736","AR-1-1","2006-02-28","R-301263"
"1737","AR-1-1","2006-02-28","R-301263"
"1738","AR-1-1","2006-02-28","R-301263"
"1739","CO-1-2","2006-02-28","R-301263"
"1740","CC-3-9","2015-08-09","O-20511 NS"
"1741","RM-3-7","2015-08-09","O-20511 NS"
"1742","CC-2-5","2015-08-09","O-20511 NS"
"1743","RS-1-1","2006-02-28","R-301263"
"1744","RM-3-7","2006-02-28","R-301263"
"1745","OF-1-1","2015-08-09","O-20511 NS"
"1746","CC-3-8","2015-08-09","O-20511 NS"
"1747","CC-4-2","2006-02-28","R-301263"
"1748","RM-3-7","2015-08-09","O-20511 NS"
"1749","CC-3-6","2015-08-09","O-20511 NS"
"1750","RS-1-1","2006-02-28","R-301263"
"1751","CC-1-3","2006-02-28","R-301263"
"1752","AR-1-1","2006-02-28","R-301263"
"1753","RS-1-7","2006-02-28","R-301263"
"1754","OP-1-1","2006-02-28","R-301263"
"1755","RM-1-1","2006-02-28","R-301263"
"1756","RM-1-1","2006-02-28","R-301263"
